Country,Year,Production (tonnes),Exports (tonnes),Domestic_consumption (tonnes),Gross_opening_stocks (tonnes),imports (tonnes),Re_exports (US dollar per kg),Price_grower (US dollar per kg),Price_retail (US dollar per kg),Consumption (tonnes),Country_code,Latitude,Longitude,Country_type,Continent
Angola,1990,3020.7,5061,1200,12600,0,0,0,0,0,AO,-11.202692,17.873887,producer,Africa
Angola,1991,4759.86,4230.06,1800,9660,0,0,0,0,0,AO,-11.202692,17.873887,producer,Africa
Angola,1992,4651.2,4815,2100,8160,0,0,0,0,0,AO,-11.202692,17.873887,producer,Africa
Angola,1993,1956.48,2332.68,1200,6660,0,0,0,0,0,AO,-11.202692,17.873887,producer,Africa
Angola,1994,4608.12,498.12,1500,5760,0,0,0,0,0,AO,-11.202692,17.873887,producer,Africa
Angola,1995,3726.54,2433.54,600,8160,0,0,0,0,0,AO,-11.202692,17.873887,producer,Africa
Angola,1996,4255.5,3109.86,1200,8400,0,0,0,0,0,AO,-11.202692,17.873887,producer,Africa
Angola,1997,3859.8,3029.64,2400,8400,0,0,0,0,0,AO,-11.202692,17.873887,producer,Africa
Angola,1998,5120.64,3235.74,1800,6600,0,0,0,0,0,AO,-11.202692,17.873887,producer,Africa
Angola,1999,3296.34,3006.84,1200,6600,0,0,0,0,0,AO,-11.202692,17.873887,producer,Africa
Angola,2000,2987.1,1290.3,1200,6300,0,0,0,0,0,AO,-11.202692,17.873887,producer,Africa
Angola,2001,1241.4,855,1200,6900,0,0,0,0,0,AO,-11.202692,17.873887,producer,Africa
Angola,2002,3398.4,560.7,1200,6300,0,0,0,0,0,AO,-11.202692,17.873887,producer,Africa
Angola,2003,2280.78,1037.88,900,7800,0,0,0,0,0,AO,-11.202692,17.873887,producer,Africa
Angola,2004,886.2,340.2,900,8400,0,0,0,0,0,AO,-11.202692,17.873887,producer,Africa
Angola,2005,1497.9,279.9,900,8100,0,0,0,0,0,AO,-11.202692,17.873887,producer,Africa
Angola,2006,2105.7,324.6,1800,8400,0,0,0,0,0,AO,-11.202692,17.873887,producer,Africa
Angola,2007,2137.86,234.96,1800,8400,0,0,0,0,0,AO,-11.202692,17.873887,producer,Africa
Angola,2008,2256.6,366.3,1800,8400,0,0,0,0,0,AO,-11.202692,17.873887,producer,Africa
Angola,2009,805.2,415.5,1800,8400,0,0,0,0,0,AO,-11.202692,17.873887,producer,Africa
Angola,2010,2098.2,262.2,1800,7200,0,0,0,0,0,AO,-11.202692,17.873887,producer,Africa
Angola,2011,1722.9,454.5,1800,7200,0,0,0,0,0,AO,-11.202692,17.873887,producer,Africa
Angola,2012,1967.4,502.5,1800,6600,0,0,1.26,0,0,AO,-11.202692,17.873887,producer,Africa
Angola,2013,2096.1,331.2,1800,6300,0,0,0.83,0,0,AO,-11.202692,17.873887,producer,Africa
Angola,2014,2364.3,562.5,1800,6300,0,0,1.2,0,0,AO,-11.202692,17.873887,producer,Africa
Angola,2015,2430.9,630.9,1800,6300,0,0,1.01,0,0,AO,-11.202692,17.873887,producer,Africa
Angola,2016,2689.8,656.7,1800,6300,0,0,2.21,0,0,AO,-11.202692,17.873887,producer,Africa
Angola,2017,2100.36,543.3,1800,6300,0,0,3.52,0,0,AO,-11.202692,17.873887,producer,Africa
Angola,2018,2514.162,559.403802,1800,6300,0,0,2.66,0,0,AO,-11.202692,17.873887,producer,Africa
Angola,2019,3110.514,1401.430668,1800,6300,0,0,0,0,0,AO,-11.202692,17.873887,producer,Africa
Bolivia,1990,7366.62,9386.52,1500,3240,0,0,1.14,0,0,,,,producer,South America
Bolivia,1991,6212.16,4411.38,1620,2388,0,0,1.16,0,0,,,,producer,South America
Bolivia,1992,7214.1,5772.240006,1650,2004,0,0,0.96,0,0,,,,producer,South America
Bolivia,1993,3049.38,2839.14,1710,1512,0,0,0.6,0,0,,,,producer,South America
Bolivia,1994,7016.64,5059.260012,1770,660,0,0,1.76,0,0,,,,producer,South America
Bolivia,1995,8549.1,5637.480006,1830,750,0,0,1.7,0,0,,,,producer,South America
Bolivia,1996,7474.74,7406.700006,1890,840,0,0,1.26,0,0,,,,producer,South America
Bolivia,1997,8443.14,6657.300006,1950,120,0,0,2.21,0,0,,,,producer,South America
Bolivia,1998,8279.1,5822.339994,1980,60,0,0,2.89,0,0,,,,producer,South America
Bolivia,1999,9462.12,7422.54,2040,300,0,0,2.18,0,0,,,,producer,South America
Bolivia,2000,8856.24,6380.82,2100,360,0,0,1.72,0,0,,,,producer,South America
Bolivia,2001,5640.96,4173.3,2190,360,0,0,0,0,0,,,,producer,South America
Bolivia,2002,7600.08,4748.88,2250,0,0,0,0,0,0,,,,producer,South America
Bolivia,2003,6199.38,4389.540006,2310,0,0,0,0,0,0,,,,producer,South America
Bolivia,2004,9288.426,5596.68,2700,0,0,0,0,0,0,,,,producer,South America
Bolivia,2005,6598.152,5052.825042,2460,0,0,0,0,0,0,,,,producer,South America
Bolivia,2006,8785.782,5552.654208,2520,0,0,0,0,0,0,,,,producer,South America
Bolivia,2007,6961.752,5042.82933,2610,0,0,0,0,0,0,,,,producer,South America
Bolivia,2008,7225.116,4089.233472,2700,0,0,0,0,0,0,,,,producer,South America
Bolivia,2009,7708.506,4956.526386,2760,0,0,0,0,0,0,,,,producer,South America
Bolivia,2010,7033.494,4696.080366,2850,0,0,0,0,0,0,,,,producer,South America
Bolivia,2011,7910.124,4458.532998,2940,0,0,0,0,0,0,,,,producer,South America
Bolivia,2012,6316.872,3760.5468,3030,0,0,0,4.97,0,0,,,,producer,South America
Bolivia,2013,7194.732,3291.031998,3120,0,0,0,4.45,0,0,,,,producer,South America
Bolivia,2014,5992.596,3705.076002,3210,0,0,0,5.27,0,0,,,,producer,South America
Bolivia,2015,5053.146,1816.809498,3300,0,0,0,5.18,0,0,,,,producer,South America
Bolivia,2016,4679.01,1347.380502,3420,0,0,0,5.99,0,0,,,,producer,South America
Bolivia,2017,5028.672,1567.199496,3510,0,0,0,10.4,0,0,,,,producer,South America
Bolivia,2018,4954.122,1347.578016,3600,0,0,0,10.03,0,0,,,,producer,South America
Bolivia,2019,4875.924,1220.517294,3660,0,0,0,18.92,0,0,,,,producer,South America
Brazil,1990,1637137.716,1016147.256,492000,1615560,0,0,1.2,0,0,BR,-14.235004,-51.92528,producer,South America
Brazil,1991,1637609.604,1270965.684,510000,1532880,0,0,0.97,0,0,BR,-14.235004,-51.92528,producer,South America
Brazil,1992,2076201.252,1127443.152,534000,1357500,0,0,1,0,0,BR,-14.235004,-51.92528,producer,South America
Brazil,1993,1690018.716,1070264.88,546000,1735260,0,0,1.17,0,0,BR,-14.235004,-51.92528,producer,South America
Brazil,1994,1691522.82,1036388.856,558000,1753620,0,0,2.53,0,0,BR,-14.235004,-51.92528,producer,South America
Brazil,1995,1083612.132,868105.932,606000,1929660,0,0,2.55,0,0,BR,-14.235004,-51.92528,producer,South America
Brazil,1996,1751804.58,915036.54,660000,1581660,0,0,2.12,0,0,BR,-14.235004,-51.92528,producer,South America
Brazil,1997,1568880.24,1008075.601,690000,1637880,0,0,3.21,0,0,BR,-14.235004,-51.92528,producer,South America
Brazil,1998,2205651.198,1088663.3,732000,1595640,0,0,2.32,0,0,BR,-14.235004,-51.92528,producer,South America
Brazil,1999,2854668.39,1388952.228,762000,1804200,0,0,1.63,0,0,BR,-14.235004,-51.92528,producer,South America
Brazil,2000,1878621.18,1080975.638,792000,2625720,0,0,1.45,0,0,BR,-14.235004,-51.92528,producer,South America
Brazil,2001,1881905.73,1390349.191,815400,2597700,0,0,0.82,0,0,BR,-14.235004,-51.92528,producer,South America
Brazil,2002,2901098.04,1678910.336,825000,2238180,0,0,0.68,0,0,BR,-14.235004,-51.92528,producer,South America
Brazil,2003,1732404.558,1542648.7,852000,2537520,0,0,0.94,0,0,BR,-14.235004,-51.92528,producer,South America
Brazil,2004,2356868.742,1588708.505,896760,1923360,0,0,1.24,0,0,BR,-14.235004,-51.92528,producer,South America
Brazil,2005,1975978.782,1571883.327,932280,1735380,0,0,1.92,0,0,BR,-14.235004,-51.92528,producer,South America
Brazil,2006,2905904.028,1642134.118,979860,891300,0,0,1.92,0,0,BR,-14.235004,-51.92528,producer,South America
Brazil,2007,2334687.426,1691014.437,1026600,1108200,0,0,2.17,0,0,BR,-14.235004,-51.92528,producer,South America
Brazil,2008,3089431.062,1770617.741,1059600,733620,0,0,2.41,0,0,BR,-14.235004,-51.92528,producer,South America
Brazil,2009,2638608.72,1822678.898,1103400,945960,0,0,2.22,0,0,BR,-14.235004,-51.92528,producer,South America
Brazil,2010,3325704.612,1989998.495,1147920,665880,0,0,2.95,0,0,BR,-14.235004,-51.92528,producer,South America
Brazil,2011,2915509.734,2028360.56,1183200,800400,0,0,4.94,0,0,BR,-14.235004,-51.92528,producer,South America
Brazil,2012,3325080.072,1712965.553,1219800,603780,0,0,3.36,0,0,BR,-14.235004,-51.92528,producer,South America
Brazil,2013,3281337.984,1899033.777,1205100,952080,0,0,2.25,0,0,BR,-14.235004,-51.92528,producer,South America
Brazil,2014,3198286.014,2240110.37,1219980,1063200,0,0,2.97,0,0,BR,-14.235004,-51.92528,producer,South America
Brazil,2015,3172235.256,2253770.805,1230480,774600,0,0,2.3,0,0,BR,-14.235004,-51.92528,producer,South America
Brazil,2016,3407290.704,2056149.015,1273500,468000,0,0,2.38,0,0,BR,-14.235004,-51.92528,producer,South America
Brazil,2017,3164389.074,1855474.071,1319820,592320,0,0,2.44,0,0,BR,-14.235004,-51.92528,producer,South America
Brazil,2018,3907847.982,2138241.515,1332000,589920,0,0,2,0,0,BR,-14.235004,-51.92528,producer,South America
Brazil,2019,3492642.762,2441871.823,1320000,893580,0,0,1.8,0,0,BR,-14.235004,-51.92528,producer,South America
Burundi,1990,29243.58,35086.38,120,4620,0,0,1.28,0,0,BI,-3.373056,29.918886,producer,Africa
Burundi,1991,40031.94,41271.06,96,9000,0,0,1.21,0,0,BI,-3.373056,29.918886,producer,Africa
Burundi,1992,37214.28,38751.48,102,3186.48,0,0,1.31,0,0,BI,-3.373056,29.918886,producer,Africa
Burundi,1993,23601.24,25056.54,114.6,0,0,0,1.28,0,0,BI,-3.373056,29.918886,producer,Africa
Burundi,1994,39848.58,30468.18,120,2314.44,0,0,1.34,0,0,BI,-3.373056,29.918886,producer,Africa
Burundi,1995,26038.8,31692.12,120,7235.4,0,0,1.25,0,0,BI,-3.373056,29.918886,producer,Africa
Burundi,1996,24058.14,13444.56,120,5310,0,0,1.15,0,0,BI,-3.373056,29.918886,producer,Africa
Burundi,1997,14987.1,31725.84,120,18109.98,0,0,1.16,0,0,BI,-3.373056,29.918886,producer,Africa
Burundi,1998,29519.52,22430.46,120,215.04,0,0,1.15,0,0,BI,-3.373056,29.918886,producer,Africa
Burundi,1999,21033,24524.88,120,6103.56,0,0,1.03,0,0,BI,-3.373056,29.918886,producer,Africa
Burundi,2000,29247.6,26654.52,120,748.62,0,0,0.82,0,0,BI,-3.373056,29.918886,producer,Africa
Burundi,2001,8638.92,18189.96,120,5445.12,0,0,0.71,0,0,BI,-3.373056,29.918886,producer,Africa
Burundi,2002,27223.92,17316.42,120,971.1,0,0,0.64,0,0,BI,-3.373056,29.918886,producer,Africa
Burundi,2003,20271.48,28558.8,120,2211.72,0,0,0.55,0,0,BI,-3.373056,29.918886,producer,Africa
Burundi,2004,26222.16,20335.5,120,2941.74,0,0,0.6,0,0,BI,-3.373056,29.918886,producer,Africa
Burundi,2005,6198.9,22286.46,114.36,422.76,0,0,0.95,0,0,BI,-3.373056,29.918886,producer,Africa
Burundi,2006,29910,16855.62,93.6,1037.46,0,0,1.4,0,0,BI,-3.373056,29.918886,producer,Africa
Burundi,2007,7971.36,21366.84,81.42,9029.82,0,0,1.77,0,0,BI,-3.373056,29.918886,producer,Africa
Burundi,2008,24706.932,15041.894,86.1,309,0,0,1.9,0,0,BI,-3.373056,29.918886,producer,Africa
Burundi,2009,6696.78,17329.8,83.94,2427.9,0,0,1.89,0,0,BI,-3.373056,29.918886,producer,Africa
Burundi,2010,21178.656,18427.13749,120,404.52,0,0,1.89,0,0,BI,-3.373056,29.918886,producer,Africa
Burundi,2011,12247.968,13070.74795,120,420,0,0,0,0,0,BI,-3.373056,29.918886,producer,Africa
Burundi,2012,24357.69,23520.415,120,420,0,0,0,0,0,BI,-3.373056,29.918886,producer,Africa
Burundi,2013,9793.062,11682.953,120,300,0,0,0,0,0,BI,-3.373056,29.918886,producer,Africa
Burundi,2014,14853,15130.68,120,420,0,0,0,0,0,BI,-3.373056,29.918886,producer,Africa
Burundi,2015,16167.456,13811.313,120,420,0,0,0,0,0,BI,-3.373056,29.918886,producer,Africa
Burundi,2016,11784.768,12256.24988,120,300,0,0,0,0,0,BI,-3.373056,29.918886,producer,Africa
Burundi,2017,12126.474,10132.57586,120,300,0,0,0,0,0,BI,-3.373056,29.918886,producer,Africa
Burundi,2018,12260.346,12103.51418,120,600,0,0,0,0,0,BI,-3.373056,29.918886,producer,Africa
Burundi,2019,16348.128,17573.23748,120,1200,0,0,0,0,0,BI,-3.373056,29.918886,producer,Africa
Ecuador,1990,90228.9,107022.96,21000,43437.78,0,0,0.78,0,0,EC,-1.831239,-78.183406,producer,South America
Ecuador,1991,127429.44,84983.03994,21000,15000,0,0,0.8,0,0,EC,-1.831239,-78.183406,producer,South America
Ecuador,1992,71128.8,76406.10006,21000,33132.42,0,0,0.64,0,0,EC,-1.831239,-78.183406,producer,South America
Ecuador,1993,124140.42,95919.96006,21000,6000,0,0,0.61,0,0,EC,-1.831239,-78.183406,producer,South America
Ecuador,1994,142545.96,128715.06,21000,13800,0,0,1.68,0,0,EC,-1.831239,-78.183406,producer,South America
Ecuador,1995,113293.98,92398.43994,21000,6000,0,0,3.82,0,0,EC,-1.831239,-78.183406,producer,South America
Ecuador,1996,119574.84,92364.66,18000,12000,0,0,3.11,0,0,EC,-1.831239,-78.183406,producer,South America
Ecuador,1997,71439.78,62698.85994,18000,22800,0,0,3.7,0,0,EC,-1.831239,-78.183406,producer,South America
Ecuador,1998,72358.08,63384.96,18000,9600,0,0,2.44,0,0,EC,-1.831239,-78.183406,producer,South America
Ecuador,1999,71860.992,59281.56005,13800,6000,0,0,1.72,0,0,EC,-1.831239,-78.183406,producer,South America
Ecuador,2000,51229.02,41799.0108,12000,5100,0,0,1.45,0,0,EC,-1.831239,-78.183406,producer,South America
Ecuador,2001,47570.82,45383.34005,12000,3300,0,0,0.6,0,0,EC,-1.831239,-78.183406,producer,South America
Ecuador,2002,34933.44,33917.33995,9000,2100,0,0,0.6,0,0,EC,-1.831239,-78.183406,producer,South America
Ecuador,2003,38447.4,37287.17996,9000,1920,0,0,0.68,0,0,EC,-1.831239,-78.183406,producer,South America
Ecuador,2004,46826.1,42235.2601,9000,1200,0,0,1.13,0,0,EC,-1.831239,-78.183406,producer,South America
Ecuador,2005,56118.042,59609.10127,9000,2820,0,0,2.02,0,0,EC,-1.831239,-78.183406,producer,South America
Ecuador,2006,62071.194,60886.75314,9000,960,0,0,2.04,0,0,EC,-1.831239,-78.183406,producer,South America
Ecuador,2007,57024.168,59466.88723,9000,450,0,0,2.44,0,0,EC,-1.831239,-78.183406,producer,South America
Ecuador,2008,46238.838,52107.36452,9000,372,0,0,3.2,0,0,EC,-1.831239,-78.183406,producer,South America
Ecuador,2009,48797.094,65173.044,9000,480,0,0,3.24,0,0,EC,-1.831239,-78.183406,producer,South America
Ecuador,2010,51238.788,72093.16362,9000,720,0,0,3.57,0,0,EC,-1.831239,-78.183406,producer,South America
Ecuador,2011,49524.864,91935.39636,9000,600,0,0,5.01,0,0,EC,-1.831239,-78.183406,producer,South America
Ecuador,2012,49686.144,94775.45652,9000,138,0,0,4.05,0,0,EC,-1.831239,-78.183406,producer,South America
Ecuador,2013,39932.7,75727.5546,9300,120,0,0,2.69,0,0,EC,-1.831239,-78.183406,producer,South America
Ecuador,2014,38640.672,67749.91104,9300,180,0,0,2.21,0,0,EC,-1.831239,-78.183406,producer,South America
Ecuador,2015,38669.556,52142.90966,9300,180,0,0,0,0,0,EC,-1.831239,-78.183406,producer,South America
Ecuador,2016,38693.07,55357.58035,9300,180,0,0,0,0,0,EC,-1.831239,-78.183406,producer,South America
Ecuador,2017,37414.464,41708.77781,9300,180,0,0,0,0,0,EC,-1.831239,-78.183406,producer,South America
Ecuador,2018,29760.006,28961.95995,9300,180,0,0,0,0,0,EC,-1.831239,-78.183406,producer,South America
Ecuador,2019,33536.112,30376.0114,8940,180,0,0,0,0,0,EC,-1.831239,-78.183406,producer,South America
Indonesia,1990,446482.98,414193.6199,74520,79140,0,0,0,0,0,ID,-0.789275,113.921327,producer,Asia
Indonesia,1991,509591.76,370247.76,76800,47880,0,0,0,0,0,ID,-0.789275,113.921327,producer,Asia
Indonesia,1992,334168.68,276221.76,79140,145620,0,0,0,0,0,ID,-0.789275,113.921327,producer,Asia
Indonesia,1993,404597.28,339725.6401,81540,93720,0,0,2.55,0,0,ID,-0.789275,113.921327,producer,Asia
Indonesia,1994,322072.68,276277.7999,84000,98640,0,0,3.83,0,0,ID,-0.789275,113.921327,producer,Asia
Indonesia,1995,274405.74,236795.1001,86580,83160,0,0,0,0,0,ID,-0.789275,113.921327,producer,Asia
Indonesia,1996,493235.04,386416.8,89160,10000.02,0,0,0,0,0,ID,-0.789275,113.921327,producer,Asia
Indonesia,1997,457246.68,345304.68,91920,7727.04,0,0,2.47,0,0,ID,-0.789275,113.921327,producer,Asia
Indonesia,1998,437757.3,335881.9199,94680,42542.1,0,0,2.19,0,0,ID,-0.789275,113.921327,producer,Asia
Indonesia,1999,393423.972,306901.62,97560,42465.06,0,0,0,0,0,ID,-0.789275,113.921327,producer,Asia
Indonesia,2000,419234.382,321455.9316,100560,47572.08,0,0,1.51,0,0,ID,-0.789275,113.921327,producer,Asia
Indonesia,2001,410001.36,314604.3001,120000,29396.04,0,0,1.18,0,0,ID,-0.789275,113.921327,producer,Asia
Indonesia,2002,403882.56,257149.8001,106740,9009,0,0,1.32,0,0,ID,-0.789275,113.921327,producer,Asia
Indonesia,2003,384244.56,287683.2001,109980,49324.08,0,0,0.93,0,0,ID,-0.789275,113.921327,producer,Asia
Indonesia,2004,452182.26,327335.94,120000,34324.08,0,0,1.78,0,0,ID,-0.789275,113.921327,producer,Asia
Indonesia,2005,549537.564,404645.6358,150000,17160,0,0,2.58,0,0,ID,-0.789275,113.921327,producer,Asia
Indonesia,2006,448960.422,316826.0948,169980,9000,0,0,2.37,0,0,ID,-0.789275,113.921327,producer,Asia
Indonesia,2007,466593.342,248964.6061,199980,1800,0,0,2.6,0,0,ID,-0.789275,113.921327,producer,Asia
Indonesia,2008,576740.796,344440.3827,199980,3360,0,0,0,0,0,ID,-0.789275,113.921327,producer,Asia
Indonesia,2009,682780.194,474436.411,199980,40080,0,0,0,0,0,ID,-0.789275,113.921327,producer,Asia
Indonesia,2010,547710.708,329348.8534,199980,43500,0,0,0,0,0,ID,-0.789275,113.921327,producer,Asia
Indonesia,2011,413335.398,235193.513,220020,52380,0,0,0,0,0,ID,-0.789275,113.921327,producer,Asia
Indonesia,2012,784202.316,492344.4496,234000,27000,0,0,0,0,0,ID,-0.789275,113.921327,producer,Asia
Indonesia,2013,774056.958,555288.4399,255000,39000,0,0,0,0,0,ID,-0.789275,113.921327,producer,Asia
Indonesia,2014,656776.638,370488.5828,265020,36000,0,0,0,0,0,ID,-0.789275,113.921327,producer,Asia
Indonesia,2015,755128.506,502721.2558,273000,27000,0,0,0,0,0,ID,-0.789275,113.921327,producer,Asia
Indonesia,2016,692461.596,392723.5228,279000,30000,0,0,0,0,0,ID,-0.789275,113.921327,producer,Asia
Indonesia,2017,651138.918,491854.4384,285000,30000,0,0,0,0,0,ID,-0.789275,113.921327,producer,Asia
Indonesia,2018,577055.652,272330.3433,288000,24000,0,0,0,0,0,ID,-0.789275,113.921327,producer,Asia
Indonesia,2019,685976.55,380032.3733,288360,30000,0,0,0,0,0,ID,-0.789275,113.921327,producer,Asia
Madagascar,1990,58946.82,51782.39999,21000,32640,0,0,0,0,0,MG,-18.766947,46.869107,producer,Africa
Madagascar,1991,55950.78,35259.48,18000,27000,0,0,0,0,0,MG,-18.766947,46.869107,producer,Africa
Madagascar,1992,67301.04,44184.36,21000,24198,0,0,0,0,0,MG,-18.766947,46.869107,producer,Africa
Madagascar,1993,26511.54,37666.98,21600,27319.98,0,0,0,0,0,MG,-18.766947,46.869107,producer,Africa
Madagascar,1994,38482.32,26137.26,9999.96,949.98,0,0,0,0,0,MG,-18.766947,46.869107,producer,Africa
Madagascar,1995,47100.54,35111.27999,10020,960,0,0,1.93,0,0,MG,-18.766947,46.869107,producer,Africa
Madagascar,1996,50940.48,43082.94001,10020,121.98,0,0,2.09,0,0,MG,-18.766947,46.869107,producer,Africa
Madagascar,1997,37428.24,28813.98,10020,1000.02,0,0,1.3,0,0,MG,-18.766947,46.869107,producer,Africa
Madagascar,1998,59507.94,47766.96,10020,2400,0,0,1.11,0,0,MG,-18.766947,46.869107,producer,Africa
Madagascar,1999,25639.02,27862.98,3360,2527.98,0,0,0.96,0,0,MG,-18.766947,46.869107,producer,Africa
Madagascar,2000,21729.708,12973.92,5346,565.98,0,0,3.44,0,0,MG,-18.766947,46.869107,producer,Africa
Madagascar,2001,8834.16,5235.42,7680,5040,0,0,1.42,0,0,MG,-18.766947,46.869107,producer,Africa
Madagascar,2002,26727.3,8719.74,13020,1727.7,0,0,1.6,0,0,MG,-18.766947,46.869107,producer,Africa
Madagascar,2003,26079.48,7137,19980,3777.78,0,0,1.91,0,0,MG,-18.766947,46.869107,producer,Africa
Madagascar,2004,31299.6,7622.04,28020,2542.02,0,0,1.03,0,0,MG,-18.766947,46.869107,producer,Africa
Madagascar,2005,35948.94,5760.96,28020,694.98,0,0,1.12,0,0,MG,-18.766947,46.869107,producer,Africa
Madagascar,2006,35190.6,10723.2,28020,1215,0,0,0,0,0,MG,-18.766947,46.869107,producer,Africa
Madagascar,2007,36849.966,5967.08229,28020,499.98,0,0,0,0,0,MG,-18.766947,46.869107,producer,Africa
Madagascar,2008,43661.304,11771.2447,28020,0,0,0,0,0,0,MG,-18.766947,46.869107,producer,Africa
Madagascar,2009,27417.678,2378.228202,28020,6660,0,0,0,0,0,MG,-18.766947,46.869107,producer,Africa
Madagascar,2010,31783.398,4415.09421,28020,3360,0,0,0,0,0,MG,-18.766947,46.869107,producer,Africa
Madagascar,2011,35091.168,8634.64323,27000,1800,0,0,0,0,0,MG,-18.766947,46.869107,producer,Africa
Madagascar,2012,29982.564,4735.048242,25800,1800,0,0,0,0,0,MG,-18.766947,46.869107,producer,Africa
Madagascar,2013,35068.548,9968.306916,24600,600,0,0,0,0,0,MG,-18.766947,46.869107,producer,Africa
Madagascar,2014,30087.264,8268.575502,23400,600,0,0,0,0,0,MG,-18.766947,46.869107,producer,Africa
Madagascar,2015,24853.92,3559.531074,22200,600,0,0,0,0,0,MG,-18.766947,46.869107,producer,Africa
Madagascar,2016,27165.396,4547.750424,21600,600,0,0,0,0,0,MG,-18.766947,46.869107,producer,Africa
Madagascar,2017,24251.544,3452.171004,21900,600,0,0,0,0,0,MG,-18.766947,46.869107,producer,Africa
Madagascar,2018,22762.608,388.645956,22500,600,0,0,0,0,0,MG,-18.766947,46.869107,producer,Africa
Madagascar,2019,22998.75,240.241002,22500,600,0,0,0,0,0,MG,-18.766947,46.869107,producer,Africa
Malawi,1990,6277.68,7449.24,120,1200,0,0,1.87,0,0,MW,-13.254308,34.301525,producer,Africa
Malawi,1991,7457.16,5972.1,120,1140,0,0,1.56,0,0,MW,-13.254308,34.301525,producer,Africa
Malawi,1992,8229.66,7681.32,120,1140,0,0,1.07,0,0,MW,-13.254308,34.301525,producer,Africa
Malawi,1993,3726.66,6214.44,120,1500,0,0,1.26,0,0,MW,-13.254308,34.301525,producer,Africa
Malawi,1994,5046.72,4708.14,120,600,0,0,2.04,0,0,MW,-13.254308,34.301525,producer,Africa
Malawi,1995,5474.1,5497.98,120,300,0,0,2.76,0,0,MW,-13.254308,34.301525,producer,Africa
Malawi,1996,2919,3609.06,120,780,0,0,2.11,0,0,MW,-13.254308,34.301525,producer,Africa
Malawi,1997,3649.2,3610.2,120,120,0,0,2.4,0,0,MW,-13.254308,34.301525,producer,Africa
Malawi,1998,3859.26,3516,120,180,0,0,2.24,0,0,MW,-13.254308,34.301525,producer,Africa
Malawi,1999,3540,3258.6,60,180,0,0,1.71,0,0,MW,-13.254308,34.301525,producer,Africa
Malawi,2000,3788.28,3689.28,60,540,0,0,1.27,0,0,MW,-13.254308,34.301525,producer,Africa
Malawi,2001,3623.4,3822.72,60,180,0,0,1.02,0,0,MW,-13.254308,34.301525,producer,Africa
Malawi,2002,2547.84,2638.2,60,180,0,0,0.88,0,0,MW,-13.254308,34.301525,producer,Africa
Malawi,2003,2889.3,2932.92,60,60,0,0,0.87,0,0,MW,-13.254308,34.301525,producer,Africa
Malawi,2004,1236.9,1544.22,60,60,0,0,1.14,0,0,MW,-13.254308,34.301525,producer,Africa
Malawi,2005,1464.96,1252.02,60,60,0,0,1.85,0,0,MW,-13.254308,34.301525,producer,Africa
Malawi,2006,999.78,1045.2,60,180,0,0,1.86,0,0,MW,-13.254308,34.301525,producer,Africa
Malawi,2007,1128.72,1132.5,60,120,0,0,1.77,0,0,MW,-13.254308,34.301525,producer,Africa
Malawi,2008,1245.18,1233.24,60,0,0,0,1.68,0,0,MW,-13.254308,34.301525,producer,Africa
Malawi,2009,1015.32,1054.5,60,0,0,0,2.01,0,0,MW,-13.254308,34.301525,producer,Africa
Malawi,2010,1015.71,487.193388,60,0,0,0,2.12,0,0,MW,-13.254308,34.301525,producer,Africa
Malawi,2011,1549.584,1551.196974,60,0,0,0,0,0,0,MW,-13.254308,34.301525,producer,Africa
Malawi,2012,1369.572,1171.799952,60,0,0,0,0,0,0,MW,-13.254308,34.301525,producer,Africa
Malawi,2013,1667.664,1723.782426,60,0,0,0,0,0,0,MW,-13.254308,34.301525,producer,Africa
Malawi,2014,1482.588,1532.118438,60,0,0,0,0,0,0,MW,-13.254308,34.301525,producer,Africa
Malawi,2015,1272.09,1071.553182,60,0,0,0,0,0,0,MW,-13.254308,34.301525,producer,Africa
Malawi,2016,1170.96,1328.92065,60,0,0,0,0,0,0,MW,-13.254308,34.301525,producer,Africa
Malawi,2017,868.218,757.34373,60,0,0,0,0,0,0,MW,-13.254308,34.301525,producer,Africa
Malawi,2018,771.936,724.79994,60,0,0,0,0,0,0,MW,-13.254308,34.301525,producer,Africa
Malawi,2019,962.586,939.566196,60,0,0,0,0,0,0,MW,-13.254308,34.301525,producer,Africa
Papua New Guinea,1990,57770.46,63043.14,180,11940,0,0,1.44,0,0,PG,-6.314993,143.95555,producer,Oceania
Papua New Guinea,1991,44808.96,47301.17999,180,8760,0,0,1.42,0,0,PG,-6.314993,143.95555,producer,Oceania
Papua New Guinea,1992,54006.66,55030.43998,180,5700,0,0,1.28,0,0,PG,-6.314993,143.95555,producer,Oceania
Papua New Guinea,1993,61168.86,63278.04,120,2940,0,0,1.87,0,0,PG,-6.314993,143.95555,producer,Oceania
Papua New Guinea,1994,68319.54,69410.22,120,2280,0,0,3.29,0,0,PG,-6.314993,143.95555,producer,Oceania
Papua New Guinea,1995,60141.78,60123.12,120,2370,0,0,1.85,0,0,PG,-6.314993,143.95555,producer,Oceania
Papua New Guinea,1996,65360.88,65404.56,120,2400,0,0,2.09,0,0,PG,-6.314993,143.95555,producer,Oceania
Papua New Guinea,1997,64441.26,62606.22,120,2700,0,0,3.39,0,0,PG,-6.314993,143.95555,producer,Oceania
Papua New Guinea,1998,81128.94,80938.08,60,2298,0,0,2.31,0,0,PG,-6.314993,143.95555,producer,Oceania
