Country,Year,Production,Exports,Domestic_consumption,Gross_opening_stocks,Imports,Re_exports,Price_retail,Consumption,Coffee_type,Price_grower,Country_code,Latitude,Longitude,Exports (tonnes),Domestic Consumption (tonnes),Production (tonnes),Price to Grower ($)
Uganda,2005,2175.201,2368.692,150.0,242.0,,,,,Robustas,40.8231,UG,1.373333,32.290275,142121.52,9000.0,130512.06,0.40823099999999996
Venezuela,2005,1506.3009,22.0685575,1456.5,28.0,,,,,Other Milds,,VE,6.42375,-66.58973,1324.11345,87390.0,90378.054,
Viet Nam,2005,13841.8363,13432.0335533,800.0,580.0,,,,,Brazilan Naturals,,,,,805922.013198,48000.0,830510.1780000001,
Viet Nam,2005,13841.8363,13432.0335533,800.0,580.0,,,,,Robustas,35.8985,,,,805922.013198,48000.0,830510.1780000001,0.358985
Angola,2006,35.095,5.41,30.0,140.0,,,,,Brazilan Naturals,,AO,-11.202692,17.873887,324.6,1800.0,2105.7,
Angola,2006,35.095,5.41,30.0,140.0,,,,,Robustas,12.9824,AO,-11.202692,17.873887,324.6,1800.0,2105.7,0.129824
Bolivia (Plurinational State of),2006,146.4297,92.5442368,42.0,0.0,,,,,Other Milds,,,,,5552.654208,2520.0,8785.782,
Brazil,2006,48431.7338,27368.9019587,16331.0,14855.0,,,,,Brazilan Naturals,87.0178,BR,-14.235004,-51.92528,1642134.117522,979860.0,2905904.028,0.8701779999999999
Brazil,2006,48431.7338,27368.9019587,16331.0,14855.0,,,,,Robustas,62.0285,BR,-14.235004,-51.92528,1642134.117522,979860.0,2905904.028,0.620285
Burundi,2006,498.5,280.927,1.56,17.291,,,,,Other Milds,63.4535,BI,-3.3730559999999996,29.918885999999997,16855.620000000003,93.60000000000001,29910.0,0.634535
Burundi,2006,498.5,280.927,1.56,17.291,,,,,Robustas,,BI,-3.3730559999999996,29.918885999999997,16855.620000000003,93.60000000000001,29910.0,
Ecuador,2006,1034.5199,1014.7792186,150.0,16.0,,,,,Other Milds,92.445,EC,-1.831239,-78.183406,60886.753116,9000.0,62071.194,0.9244499999999999
Ecuador,2006,1034.5199,1014.7792186,150.0,16.0,,,,,Robustas,53.7258,EC,-1.831239,-78.183406,60886.753116,9000.0,62071.194,0.537258
Indonesia,2006,7482.6737,5280.4349134,2833.0,150.0,,,,,Brazilan Naturals,107.5163,ID,-0.789275,113.921327,316826.094804,169980.0,448960.422,1.075163
Indonesia,2006,7482.6737,5280.4349134,2833.0,150.0,,,,,Robustas,52.4731,ID,-0.789275,113.921327,316826.094804,169980.0,448960.422,0.5247310000000001
Madagascar,2006,586.51,178.72,467.0,20.25,,,,,Other Milds,,MG,-18.766947,46.869107,10723.2,28020.0,35190.6,
Madagascar,2006,586.51,178.72,467.0,20.25,,,,,Robustas,41.7147,MG,-18.766947,46.869107,10723.2,28020.0,35190.6,0.417147
Malawi,2006,16.663,17.42,1.0,3.0,,,,,Other Milds,84.5843,MW,-13.254307999999998,34.301525,1045.2,60.0,999.78,0.845843
Papua New Guinea,2006,807.2202,848.8072127,2.0,86.109,,,,,Other Milds,71.284,PG,-6.314993,143.95555,50928.432762000004,120.0,48433.212,0.71284
Papua New Guinea,2006,807.2202,848.8072127,2.0,86.109,,,,,Robustas,32.8919,PG,-6.314993,143.95555,50928.432762000004,120.0,48433.212,0.328919
Peru,2006,4319.0586,3881.0259992,220.0,30.0,,,,,Other Milds,68.8278,PE,-9.189967,-75.015152,232861.559952,13200.0,259143.516,0.688278
Rwanda,2006,351.013,388.9674653,1.0,60.0,,,,,Other Milds,,RW,-1.940278,29.873888,23338.047918,60.0,21060.78,
Zimbabwe,2006,45.149,54.2412331,4.0,10.0,,,,,Other Milds,,ZW,-19.015438,29.154857,3254.473986,240.0,2708.94,
Congo,2006,3.0,0.0,3.0,0.0,,,,,Robustas,,,,,0.0,180.0,180.0,
Cuba,2006,104.85,15.9333333,224.0,18.0,,,,,Other Milds,70.7141,CU,21.521757,-77.78116700000001,955.999998,13440.0,6291.0,0.707141
Dominican Republic,2006,386.6671,124.6719635,377.998,120.0,,,,,Other Milds,86.2942,DO,18.735693,-70.162651,7480.3178100000005,22679.88,23200.026,0.862942
Haiti,2006,362.112,23.7869002,340.0,0.0,,,,,Other Milds,,HT,18.971187,-72.28521500000001,1427.2140120000001,20400.0,21726.72,
Philippines,2006,441.1089,38.0869695,1060.0,150.0,,,,,Brazilan Naturals,61.5072,PH,12.879721,121.774017,2285.21817,63600.0,26466.534,0.615072
Philippines,2006,441.1089,38.0869695,1060.0,150.0,,,,,Robustas,55.3165,PH,12.879721,121.774017,2285.21817,63600.0,26466.534,0.553165
Tanzania,2006,821.807,731.5407483,47.0,7.333,,,,,Colombian Milds,42.7651,TZ,-6.369028,34.888822,43892.444898,2820.0,49308.42,0.42765099999999995
Tanzania,2006,821.807,731.5407483,47.0,7.333,,,,,Robustas,21.4463,TZ,-6.369028,34.888822,43892.444898,2820.0,49308.42,0.21446300000000001
Zambia,2006,56.0696,77.9461333,0.6,0.0,,,,,Other Milds,100.1823,ZM,-13.133897,27.849332,4676.767998,36.0,3364.176,1.001823
Cameroon,2006,818.1664,739.1189167,69.0,33.0,,,,,Other Milds,,CM,7.369722,12.354722,44347.135002,4140.0,49089.984,
Cameroon,2006,818.1664,739.1189167,69.0,33.0,,,,,Robustas,,CM,7.369722,12.354722,44347.135002,4140.0,49089.984,
Central African Republic,2006,113.5037,16.517692,3.0,13.0,,,,,Robustas,,CF,6.611111,20.939444,991.06152,180.0,6810.222,
Colombia,2006,12164.1926,10944.8534601,1194.633,1522.626,,,,,Colombian Milds,89.8083,CO,4.570868,-74.297333,656691.2076059999,71677.98,729851.556,0.8980830000000001
Costa Rica,2006,1706.0731,1310.3694086,375.0,140.0,,,,,Other Milds,89.2238,CR,9.748917,-83.753428,78622.164516,22500.0,102364.386,0.892238
Côte d'Ivoire,2006,2847.9404,1751.0699381,316.667,715.64,,,,,Robustas,27.9899,CI,7.539989,-5.54708,105064.19628599999,19000.019999999997,170876.424,0.279899
Democratic Republic of Congo,2006,377.5227,138.0938333,200.0,0.0,,,,,Other Milds,,,,,8285.629998,12000.0,22651.362,
Democratic Republic of Congo,2006,377.5227,138.0938333,200.0,0.0,,,,,Robustas,,,,,8285.629998,12000.0,22651.362,
El Salvador,2006,1233.661,1292.8146082,253.8,110.9,,,,,Other Milds,67.4926,SV,13.794185,-88.89653,77568.87649200001,15228.0,74019.66,0.6749259999999999
Ethiopia,2006,5550.74,2935.56,2748.0,900.0,,,,,Brazilan Naturals,58.3172,ET,9.145,40.489673,176133.6,164880.0,333044.39999999997,0.583172
Gabon,2006,1.403,1.091,0.3,0.0,,,,,Robustas,,GA,-0.803689,11.609444,65.46,18.0,84.18,
Ghana,2006,20.2111,8.8198133,1.0,5.0,,,,,Robustas,,GH,7.946527000000001,-1.0231940000000002,529.188798,60.0,1212.666,
Guatemala,2006,3950.3303,3312.1092313,300.0,127.0,,,,,Other Milds,91.1947,GT,15.783471,-90.230759,198726.553878,18000.0,237019.818,0.911947
Guinea,2006,472.9477,518.9227253,50.0,8.0,,,,,Robustas,,GN,9.945587,-9.696645,31135.363518000002,3000.0,28376.862,
Honduras,2006,3461.2816,2898.4144369,230.0,82.33,,,,,Other Milds,80.8164,HN,15.199998999999998,-86.241905,173904.866214,13800.0,207676.89599999998,0.808164
India,2006,4500.0734,3578.2750866,1275.0,1304.0,,,,,Other Milds,95.8634,IN,20.593684,78.96288,214696.505196,76500.0,270004.40400000004,0.958634
India,2006,4500.0734,3578.2750866,1275.0,1304.0,,,,,Robustas,61.3522,IN,20.593684,78.96288,214696.505196,76500.0,270004.40400000004,0.613522
Jamaica,2006,40.1196,24.6042409,9.0,10.561,,,,,Other Milds,354.8887,JM,18.109581,-77.297508,1476.2544540000001,540.0,2407.176,3.5488869999999997
Kenya,2006,826.08,597.133,50.0,115.0,,,,,Colombian Milds,,KE,-0.023559,37.906193,35827.98,3000.0,49564.8,
Liberia,2006,6.7276,0.446,5.0,0.0,,,,,Robustas,,LR,6.4280550000000005,-9.429499,26.76,300.0,403.656,
Mexico,2006,4200.3381,2570.0749433,2000.0,1418.0,,,,,Other Milds,85.4966,MX,23.634501,-102.552784,154204.496598,120000.0,252020.286,0.854966
Nicaragua,2006,1427.9262,1445.3033968,189.185,16.208,,,,,Other Milds,58.6579,NI,12.865416,-85.207229,86718.20380799999,11351.1,85675.572,0.586579
Nigeria,2006,50.7351,27.9514577,40.0,0.0,,,,,Robustas,,NG,9.081999,8.675277000000001,1677.087462,2400.0,3044.106,
Panama,2006,173.1015,106.9430052,67.0,21.0,,,,,Other Milds,,PA,8.537981,-80.782127,6416.580312,4020.0,10386.09,
Sierra Leone,2006,31.472,50.9830177,5.0,10.0,,,,,Robustas,,SL,8.460555000000001,-11.779889,3058.981062,300.0,1888.3200000000002,
Sri Lanka,2006,32.875,7.4294345,30.0,1.0,,,,,Other Milds,,LK,7.873054,80.77179699999999,445.76607,1800.0,1972.5,
Sri Lanka,2006,32.875,7.4294345,30.0,1.0,,,,,Robustas,,LK,7.873054,80.77179699999999,445.76607,1800.0,1972.5,
Thailand,2006,822.4689,540.0988174,500.0,73.0,,,,,Brazilan Naturals,,TH,15.870032,100.992541,32405.929044,30000.0,49348.134,
Thailand,2006,822.4689,540.0988174,500.0,73.0,,,,,Robustas,46.5464,TH,15.870032,100.992541,32405.929044,30000.0,49348.134,0.465464
Togo,2006,133.95,117.8949833,2.0,35.0,,,,,Robustas,44.7165,TG,8.619543,0.824782,7073.698998000001,120.0,8036.999999999999,0.44716500000000003
Trinidad & Tobago,2006,11.6981,0.7917137,11.0,0.0,,,,,Robustas,,,,,47.502821999999995,660.0,701.886,
Uganda,2006,2894.16,2172.889,175.0,265.227,,,,,Other Milds,55.3373,UG,1.373333,32.290275,130373.34000000001,10500.0,173649.59999999998,0.553373
Uganda,2006,2894.16,2172.889,175.0,265.227,,,,,Robustas,47.0192,UG,1.373333,32.290275,130373.34000000001,10500.0,173649.59999999998,0.470192
Venezuela,2006,1570.8961,64.8685815,1518.11,30.0,,,,,Other Milds,,VE,6.42375,-66.58973,3892.1148900000003,91086.59999999999,94253.766,
Viet Nam,2006,19339.7501,13904.70204,917.0,500.0,,,,,Brazilan Naturals,,,,,834282.1224,55020.0,1160385.006,
Viet Nam,2006,19339.7501,13904.70204,917.0,500.0,,,,,Robustas,54.5026,,,,834282.1224,55020.0,1160385.006,0.545026
Angola,2007,35.631,3.916,30.0,140.0,,,,,Brazilan Naturals,,AO,-11.202692,17.873887,234.96,1800.0,2137.86,
Angola,2007,35.631,3.916,30.0,140.0,,,,,Robustas,36.0524,AO,-11.202692,17.873887,234.96,1800.0,2137.86,0.360524
Bolivia (Plurinational State of),2007,116.0292,84.0471555,43.5,0.0,,,,,Other Milds,,,,,5042.8293300000005,2610.0,6961.752,
Brazil,2007,38911.4571,28183.5739472,17110.0,18470.0,,,,,Brazilan Naturals,98.2955,BR,-14.235004,-51.92528,1691014.436832,1026600.0,2334687.426,0.982955
Brazil,2007,38911.4571,28183.5739472,17110.0,18470.0,,,,,Robustas,78.9409,BR,-14.235004,-51.92528,1691014.436832,1026600.0,2334687.426,0.789409
Burundi,2007,132.856,356.114,1.357,150.497,,,,,Other Milds,80.3535,BI,-3.3730559999999996,29.918885999999997,21366.84,81.42,7971.36,0.803535
Burundi,2007,132.856,356.114,1.357,150.497,,,,,Robustas,,BI,-3.3730559999999996,29.918885999999997,21366.84,81.42,7971.36,
Ecuador,2007,950.4028,991.1147872,150.0,7.5,,,,,Other Milds,110.5232,EC,-1.831239,-78.183406,59466.887232,9000.0,57024.168,1.105232
Ecuador,2007,950.4028,991.1147872,150.0,7.5,,,,,Robustas,64.9046,EC,-1.831239,-78.183406,59466.887232,9000.0,57024.168,0.649046
