Country,Year,Production (tonnes),Exports (tonnes),Domestic_consumption (tonnes),Gross_opening_stocks (tonnes),imports (tonnes),Re_exports (US dollar per kg),Price_grower (US dollar per kg),Price_retail (US dollar per kg),Consumption (tonnes),Country_code,Latitude,Longitude,Country_type,Continent,Population
Angola,1990,3020.7,5061.0,1200.0,12600.0,,,,,,AO,-11.202692,17.873887,producer,Africa,11828638.0
Angola,1991,4759.86,4230.06,1800.0,9660.0,,,,,,AO,-11.202692,17.873887,producer,Africa,12228691.0
Angola,1992,4651.2,4815.0,2100.0,8160.0,,,,,,AO,-11.202692,17.873887,producer,Africa,12632507.0
Angola,1993,1956.48,2332.68,1200.0,6660.0,,,,,,AO,-11.202692,17.873887,producer,Africa,13038270.0
Angola,1994,4608.12,498.12,1500.0,5760.0,,,,,,AO,-11.202692,17.873887,producer,Africa,13462031.0
Angola,1995,3726.54,2433.54,600.0,8160.0,,,,,,AO,-11.202692,17.873887,producer,Africa,13912253.0
Angola,1996,4255.5,3109.86,1200.0,8400.0,,,,,,AO,-11.202692,17.873887,producer,Africa,14383350.0
Angola,1997,3859.8,3029.64,2400.0,8400.0,,,,,,AO,-11.202692,17.873887,producer,Africa,14871146.0
Angola,1998,5120.64,3235.74,1800.0,6600.0,,,,,,AO,-11.202692,17.873887,producer,Africa,15366864.0
Angola,1999,3296.34,3006.84,1200.0,6600.0,,,,,,AO,-11.202692,17.873887,producer,Africa,15870753.0
Angola,2000,2987.1,1290.3,1200.0,6300.0,,,,,,AO,-11.202692,17.873887,producer,Africa,16394062.0
Angola,2001,1241.4,855.0,1200.0,6900.0,,,,,,AO,-11.202692,17.873887,producer,Africa,16941587.0
Angola,2002,3398.4,560.7,1200.0,6300.0,,,,,,AO,-11.202692,17.873887,producer,Africa,17516139.0
Angola,2003,2280.78,1037.88,900.0,7800.0,,,,,,AO,-11.202692,17.873887,producer,Africa,18124342.0
Angola,2004,886.2,340.2,900.0,8400.0,,,,,,AO,-11.202692,17.873887,producer,Africa,18771125.0
Angola,2005,1497.9,279.9,900.0,8100.0,,,,,,AO,-11.202692,17.873887,producer,Africa,19450959.0
Angola,2006,2105.7,324.6,1800.0,8400.0,,,,,,AO,-11.202692,17.873887,producer,Africa,20162340.0
Angola,2007,2137.86,234.96,1800.0,8400.0,,,,,,AO,-11.202692,17.873887,producer,Africa,20909684.0
Angola,2008,2256.6,366.3,1800.0,8400.0,,,,,,AO,-11.202692,17.873887,producer,Africa,21691522.0
Angola,2009,805.2,415.5,1800.0,8400.0,,,,,,AO,-11.202692,17.873887,producer,Africa,22507674.0
Angola,2010,2098.2,262.2,1800.0,7200.0,,,,,,AO,-11.202692,17.873887,producer,Africa,23364185.0
Angola,2011,1722.9,454.5,1800.0,7200.0,,,,,,AO,-11.202692,17.873887,producer,Africa,24259111.0
Angola,2012,1967.4,502.5,1800.0,6600.0,,,1.26,,,AO,-11.202692,17.873887,producer,Africa,25188292.0
Angola,2013,2096.1,331.2,1800.0,6300.0,,,0.83,,,AO,-11.202692,17.873887,producer,Africa,26147002.0
Angola,2014,2364.3,562.5,1800.0,6300.0,,,1.2,,,AO,-11.202692,17.873887,producer,Africa,27128337.0
Angola,2015,2430.9,630.9,1800.0,6300.0,,,1.01,,,AO,-11.202692,17.873887,producer,Africa,28127721.0
Angola,2016,2689.8,656.7,1800.0,6300.0,,,2.21,,,AO,-11.202692,17.873887,producer,Africa,29154746.0
Angola,2017,2100.36,543.3,1800.0,6300.0,,,3.52,,,AO,-11.202692,17.873887,producer,Africa,30208628.0
Angola,2018,2514.162,559.403802,1800.0,6300.0,,,2.66,,,AO,-11.202692,17.873887,producer,Africa,31273533.0
Angola,2019,3110.514,1401.430668,1800.0,6300.0,,,,,,AO,-11.202692,17.873887,producer,Africa,32353588.0
Bolivia,1990,7366.62,9386.52,1500.0,3240.0,,,1.14,,,,,,producer,South America,7096194.0
Bolivia,1991,6212.16,4411.38,1620.0,2388.0,,,1.16,,,,,,producer,South America,7244891.0
Bolivia,1992,7214.1,5772.240006,1650.0,2004.0,,,0.96,,,,,,producer,South America,7394419.0
Bolivia,1993,3049.38,2839.14,1710.0,1512.0,,,0.6,,,,,,producer,South America,7544489.0
Bolivia,1994,7016.64,5059.260012,1770.0,660.0,,,1.76,,,,,,producer,South America,7693722.0
Bolivia,1995,8549.1,5637.480006,1830.0,750.0,,,1.7,,,,,,producer,South America,7841471.0
Bolivia,1996,7474.74,7406.700006,1890.0,840.0,,,1.26,,,,,,producer,South America,7989367.0
Bolivia,1997,8443.14,6657.300006,1950.0,120.0,,,2.21,,,,,,producer,South America,8137619.0
Bolivia,1998,8279.1,5822.339994,1980.0,60.0,,,2.89,,,,,,producer,South America,8286928.0
Bolivia,1999,9462.12,7422.54,2040.0,300.0,,,2.18,,,,,,producer,South America,8439052.0
Bolivia,2000,8856.24,6380.82,2100.0,360.0,,,1.72,,,,,,producer,South America,8592656.0
Bolivia,2001,5640.96,4173.3,2190.0,360.0,,,,,,,,,producer,South America,8746084.0
Bolivia,2002,7600.08,4748.88,2250.0,,,,,,,,,,producer,South America,8900583.0
Bolivia,2003,6199.38,4389.540006,2310.0,,,,,,,,,,producer,South America,9057378.0
Bolivia,2004,9288.426,5596.68,2700.0,,,,,,,,,,producer,South America,9216279.0
Bolivia,2005,6598.152,5052.825042,2460.0,,,,,,,,,,producer,South America,9377388.0
Bolivia,2006,8785.782,5552.654208,2520.0,,,,,,,,,,producer,South America,9542663.0
Bolivia,2007,6961.752,5042.82933,2610.0,,,,,,,,,,producer,South America,9711152.0
Bolivia,2008,7225.116,4089.233472,2700.0,,,,,,,,,,producer,South America,9880593.0
Bolivia,2009,7708.506,4956.526386,2760.0,,,,,,,,,,producer,South America,10051317.0
Bolivia,2010,7033.494,4696.080366,2850.0,,,,,,,,,,producer,South America,10223270.0
Bolivia,2011,7910.124,4458.532998,2940.0,,,,,,,,,,producer,South America,10396246.0
Bolivia,2012,6316.872,3760.5468,3030.0,,,,4.97,,,,,,producer,South America,10569697.0
Bolivia,2013,7194.732,3291.031998,3120.0,,,,4.45,,,,,,producer,South America,10743349.0
Bolivia,2014,5992.596,3705.076002,3210.0,,,,5.27,,,,,,producer,South America,10916987.0
Bolivia,2015,5053.146,1816.809498,3300.0,,,,5.18,,,,,,producer,South America,11090085.0
Bolivia,2016,4679.01,1347.380502,3420.0,,,,5.99,,,,,,producer,South America,11263015.0
Bolivia,2017,5028.672,1567.199496,3510.0,,,,10.4,,,,,,producer,South America,11435533.0
Bolivia,2018,4954.122,1347.578016,3600.0,,,,10.03,,,,,,producer,South America,11606905.0
Bolivia,2019,4875.924,1220.517294,3660.0,,,,18.92,,,,,,producer,South America,11777315.0
Brazil,1990,1637137.716,1016147.256,492000.0,1615560.0,,,1.2,,,BR,-14.235004,-51.92528,producer,South America,150706446.0
Brazil,1991,1637609.604,1270965.684,510000.0,1532880.0,,,0.97,,,BR,-14.235004,-51.92528,producer,South America,153336445.0
Brazil,1992,2076201.252,1127443.152,534000.0,1357500.0,,,1.0,,,BR,-14.235004,-51.92528,producer,South America,155900790.0
Brazil,1993,1690018.716,1070264.88,546000.0,1735260.0,,,1.17,,,BR,-14.235004,-51.92528,producer,South America,158440875.0
Brazil,1994,1691522.82,1036388.856,558000.0,1753620.0,,,2.53,,,BR,-14.235004,-51.92528,producer,South America,160980472.0
Brazil,1995,1083612.132,868105.932,606000.0,1929660.0,,,2.55,,,BR,-14.235004,-51.92528,producer,South America,163515328.0
Brazil,1996,1751804.58,915036.54,660000.0,1581660.0,,,2.12,,,BR,-14.235004,-51.92528,producer,South America,166037122.0
Brazil,1997,1568880.24,1008075.601,690000.0,1637880.0,,,3.21,,,BR,-14.235004,-51.92528,producer,South America,168546707.0
Brazil,1998,2205651.198,1088663.3,732000.0,1595640.0,,,2.32,,,BR,-14.235004,-51.92528,producer,South America,171039804.0
Brazil,1999,2854668.39,1388952.228,762000.0,1804200.0,,,1.63,,,BR,-14.235004,-51.92528,producer,South America,173486281.0
Brazil,2000,1878621.18,1080975.638,792000.0,2625720.0,,,1.45,,,BR,-14.235004,-51.92528,producer,South America,175873720.0
Brazil,2001,1881905.73,1390349.191,815400.0,2597700.0,,,0.82,,,BR,-14.235004,-51.92528,producer,South America,178211881.0
Brazil,2002,2901098.04,1678910.336,825000.0,2238180.0,,,0.68,,,BR,-14.235004,-51.92528,producer,South America,180476685.0
Brazil,2003,1732404.558,1542648.7,852000.0,2537520.0,,,0.94,,,BR,-14.235004,-51.92528,producer,South America,182629278.0
Brazil,2004,2356868.742,1588708.505,896760.0,1923360.0,,,1.24,,,BR,-14.235004,-51.92528,producer,South America,184722043.0
Brazil,2005,1975978.782,1571883.327,932280.0,1735380.0,,,1.92,,,BR,-14.235004,-51.92528,producer,South America,186797334.0
Brazil,2006,2905904.028,1642134.118,979860.0,891300.0,,,1.92,,,BR,-14.235004,-51.92528,producer,South America,188820682.0
Brazil,2007,2334687.426,1691014.437,1026600.0,1108200.0,,,2.17,,,BR,-14.235004,-51.92528,producer,South America,190779453.0
Brazil,2008,3089431.062,1770617.741,1059600.0,733620.0,,,2.41,,,BR,-14.235004,-51.92528,producer,South America,192672317.0
Brazil,2009,2638608.72,1822678.898,1103400.0,945960.0,,,2.22,,,BR,-14.235004,-51.92528,producer,South America,194517549.0
Brazil,2010,3325704.612,1989998.495,1147920.0,665880.0,,,2.95,,,BR,-14.235004,-51.92528,producer,South America,196353492.0
Brazil,2011,2915509.734,2028360.56,1183200.0,800400.0,,,4.94,,,BR,-14.235004,-51.92528,producer,South America,198185302.0
Brazil,2012,3325080.072,1712965.553,1219800.0,603780.0,,,3.36,,,BR,-14.235004,-51.92528,producer,South America,199977707.0
Brazil,2013,3281337.984,1899033.777,1205100.0,952080.0,,,2.25,,,BR,-14.235004,-51.92528,producer,South America,201721767.0
Brazil,2014,3198286.014,2240110.37,1219980.0,1063200.0,,,2.97,,,BR,-14.235004,-51.92528,producer,South America,203459650.0
Brazil,2015,3172235.256,2253770.805,1230480.0,774600.0,,,2.3,,,BR,-14.235004,-51.92528,producer,South America,205188205.0
Brazil,2016,3407290.704,2056149.015,1273500.0,468000.0,,,2.38,,,BR,-14.235004,-51.92528,producer,South America,206859578.0
Brazil,2017,3164389.074,1855474.071,1319820.0,592320.0,,,2.44,,,BR,-14.235004,-51.92528,producer,South America,208504960.0
Brazil,2018,3907847.982,2138241.515,1332000.0,589920.0,,,2.0,,,BR,-14.235004,-51.92528,producer,South America,210166592.0
Brazil,2019,3492642.762,2441871.823,1320000.0,893580.0,,,1.8,,,BR,-14.235004,-51.92528,producer,South America,211782878.0
Burundi,1990,29243.58,35086.38,120.0,4620.0,,,1.28,,,BI,-3.373056,29.918886,producer,Africa,5483793.0
Burundi,1991,40031.94,41271.06,96.0,9000.0,,,1.21,,,BI,-3.373056,29.918886,producer,Africa,5594828.0
Burundi,1992,37214.28,38751.48,102.0,3186.48,,,1.31,,,BI,-3.373056,29.918886,producer,Africa,5743085.0
Burundi,1993,23601.24,25056.54,114.6,,,,1.28,,,BI,-3.373056,29.918886,producer,Africa,5555220.0
Burundi,1994,39848.58,30468.18,120.0,2314.44,,,1.34,,,BI,-3.373056,29.918886,producer,Africa,5586408.0
Burundi,1995,26038.8,31692.12,120.0,7235.4,,,1.25,,,BI,-3.373056,29.918886,producer,Africa,5932783.0
Burundi,1996,24058.14,13444.56,120.0,5310.0,,,1.15,,,BI,-3.373056,29.918886,producer,Africa,5930507.0
Burundi,1997,14987.1,31725.84,120.0,18109.98,,,1.16,,,BI,-3.373056,29.918886,producer,Africa,5923862.0
Burundi,1998,29519.52,22430.46,120.0,215.04,,,1.15,,,BI,-3.373056,29.918886,producer,Africa,6035340.0
Burundi,1999,21033.0,24524.88,120.0,6103.56,,,1.03,,,BI,-3.373056,29.918886,producer,Africa,6180180.0
Burundi,2000,29247.6,26654.52,120.0,748.62,,,0.82,,,BI,-3.373056,29.918886,producer,Africa,6307659.0
Burundi,2001,8638.92,18189.96,120.0,5445.12,,,0.71,,,BI,-3.373056,29.918886,producer,Africa,6465729.0
Burundi,2002,27223.92,17316.42,120.0,971.1,,,0.64,,,BI,-3.373056,29.918886,producer,Africa,6648938.0
Burundi,2003,20271.48,28558.8,120.0,2211.72,,,0.55,,,BI,-3.373056,29.918886,producer,Africa,6860846.0
Burundi,2004,26222.16,20335.5,120.0,2941.74,,,0.6,,,BI,-3.373056,29.918886,producer,Africa,7120496.0
Burundi,2005,6198.9,22286.46,114.36,422.76,,,0.95,,,BI,-3.373056,29.918886,producer,Africa,7388874.0
Burundi,2006,29910.0,16855.62,93.6,1037.46,,,1.4,,,BI,-3.373056,29.918886,producer,Africa,7658190.0
Burundi,2007,7971.36,21366.84,81.42,9029.82,,,1.77,,,BI,-3.373056,29.918886,producer,Africa,7944609.0
Burundi,2008,24706.932,15041.894,86.1,309.0,,,1.9,,,BI,-3.373056,29.918886,producer,Africa,8278109.0
Burundi,2009,6696.78,17329.8,83.94,2427.9,,,1.89,,,BI,-3.373056,29.918886,producer,Africa,8709366.0
Burundi,2010,21178.656,18427.13749,120.0,404.52,,,1.89,,,BI,-3.373056,29.918886,producer,Africa,9126605.0
Burundi,2011,12247.968,13070.74795,120.0,420.0,,,,,,BI,-3.373056,29.918886,producer,Africa,9455733.0
Burundi,2012,24357.69,23520.415,120.0,420.0,,,,,,BI,-3.373056,29.918886,producer,Africa,9795479.0
Burundi,2013,9793.062,11682.953,120.0,300.0,,,,,,BI,-3.373056,29.918886,producer,Africa,10149577.0
Burundi,2014,14853.0,15130.68,120.0,420.0,,,,,,BI,-3.373056,29.918886,producer,Africa,10494913.0
Burundi,2015,16167.456,13811.313,120.0,420.0,,,,,,BI,-3.373056,29.918886,producer,Africa,10727148.0
Burundi,2016,11784.768,12256.24988,120.0,300.0,,,,,,BI,-3.373056,29.918886,producer,Africa,10903327.0
Burundi,2017,12126.474,10132.57586,120.0,300.0,,,,,,BI,-3.373056,29.918886,producer,Africa,11155593.0
Burundi,2018,12260.346,12103.51418,120.0,600.0,,,,,,BI,-3.373056,29.918886,producer,Africa,11493472.0
Burundi,2019,16348.128,17573.23748,120.0,1200.0,,,,,,BI,-3.373056,29.918886,producer,Africa,11874838.0
Ecuador,1990,90228.9,107022.96,21000.0,43437.78,,,0.78,,,EC,-1.831239,-78.183406,producer,South America,10449837.0
Ecuador,1991,127429.44,84983.03994,21000.0,15000.0,,,0.8,,,EC,-1.831239,-78.183406,producer,South America,10686279.0
Ecuador,1992,71128.8,76406.10006,21000.0,33132.42,,,0.64,,,EC,-1.831239,-78.183406,producer,South America,10914222.0
Ecuador,1993,124140.42,95919.96006,21000.0,6000.0,,,0.61,,,EC,-1.831239,-78.183406,producer,South America,11132829.0
Ecuador,1994,142545.96,128715.06,21000.0,13800.0,,,1.68,,,EC,-1.831239,-78.183406,producer,South America,11347652.0
Ecuador,1995,113293.98,92398.43994,21000.0,6000.0,,,3.82,,,EC,-1.831239,-78.183406,producer,South America,11561683.0
Ecuador,1996,119574.84,92364.66,18000.0,12000.0,,,3.11,,,EC,-1.831239,-78.183406,producer,South America,11775221.0
Ecuador,1997,71439.78,62698.85994,18000.0,22800.0,,,3.7,,,EC,-1.831239,-78.183406,producer,South America,11987838.0
Ecuador,1998,72358.08,63384.96,18000.0,9600.0,,,2.44,,,EC,-1.831239,-78.183406,producer,South America,12199693.0
Ecuador,1999,71860.992,59281.56005,13800.0,6000.0,,,1.72,,,EC,-1.831239,-78.183406,producer,South America,12412046.0
Ecuador,2000,51229.02,41799.0108,12000.0,5100.0,,,1.45,,,EC,-1.831239,-78.183406,producer,South America,12626507.0
Ecuador,2001,47570.82,45383.34005,12000.0,3300.0,,,0.6,,,EC,-1.831239,-78.183406,producer,South America,12845521.0
Ecuador,2002,34933.44,33917.33995,9000.0,2100.0,,,0.6,,,EC,-1.831239,-78.183406,producer,South America,13070609.0
Ecuador,2003,38447.4,37287.17996,9000.0,1920.0,,,0.68,,,EC,-1.831239,-78.183406,producer,South America,13301184.0
Ecuador,2004,46826.1,42235.2601,9000.0,1200.0,,,1.13,,,EC,-1.831239,-78.183406,producer,South America,13534593.0
Ecuador,2005,56118.042,59609.10127,9000.0,2820.0,,,2.02,,,EC,-1.831239,-78.183406,producer,South America,13770012.0
Ecuador,2006,62071.194,60886.75314,9000.0,960.0,,,2.04,,,EC,-1.831239,-78.183406,producer,South America,14009061.0
Ecuador,2007,57024.168,59466.88723,9000.0,450.0,,,2.44,,,EC,-1.831239,-78.183406,producer,South America,14251835.0
Ecuador,2008,46238.838,52107.36452,9000.0,372.0,,,3.2,,,EC,-1.831239,-78.183406,producer,South America,14496797.0
Ecuador,2009,48797.094,65173.044,9000.0,480.0,,,3.24,,,EC,-1.831239,-78.183406,producer,South America,14742766.0
Ecuador,2010,51238.788,72093.16362,9000.0,720.0,,,3.57,,,EC,-1.831239,-78.183406,producer,South America,14989585.0
Ecuador,2011,49524.864,91935.39636,9000.0,600.0,,,5.01,,,EC,-1.831239,-78.183406,producer,South America,15237728.0
Ecuador,2012,49686.144,94775.45652,9000.0,138.0,,,4.05,,,EC,-1.831239,-78.183406,producer,South America,15483883.0
Ecuador,2013,39932.7,75727.5546,9300.0,120.0,,,2.69,,,EC,-1.831239,-78.183406,producer,South America,15722989.0
Ecuador,2014,38640.672,67749.91104,9300.0,180.0,,,2.21,,,EC,-1.831239,-78.183406,producer,South America,15957994.0
Ecuador,2015,38669.556,52142.90966,9300.0,180.0,,,,,,EC,-1.831239,-78.183406,producer,South America,16195902.0
Ecuador,2016,38693.07,55357.58035,9300.0,180.0,,,,,,EC,-1.831239,-78.183406,producer,South America,16439585.0
Ecuador,2017,37414.464,41708.77781,9300.0,180.0,,,,,,EC,-1.831239,-78.183406,producer,South America,16696944.0
Ecuador,2018,29760.006,28961.95995,9300.0,180.0,,,,,,EC,-1.831239,-78.183406,producer,South America,17015672.0
Ecuador,2019,33536.112,30376.0114,8940.0,180.0,,,,,,EC,-1.831239,-78.183406,producer,South America,17343740.0
Indonesia,1990,446482.98,414193.6199,74520.0,79140.0,,,,,,ID,-0.789275,113.921327,producer,Asia,182159874.0
Indonesia,1991,509591.76,370247.76,76800.0,47880.0,,,,,,ID,-0.789275,113.921327,producer,Asia,185361228.0
Indonesia,1992,334168.68,276221.76,79140.0,145620.0,,,,,,ID,-0.789275,113.921327,producer,Asia,188558416.0
Indonesia,1993,404597.28,339725.6401,81540.0,93720.0,,,2.55,,,ID,-0.789275,113.921327,producer,Asia,191737287.0
Indonesia,1994,322072.68,276277.7999,84000.0,98640.0,,,3.83,,,ID,-0.789275,113.921327,producer,Asia,194928533.0
Indonesia,1995,274405.74,236795.1001,86580.0,83160.0,,,,,,ID,-0.789275,113.921327,producer,Asia,198140162.0
Indonesia,1996,493235.04,386416.8,89160.0,10000.02,,,,,,ID,-0.789275,113.921327,producer,Asia,201373791.0
Indonesia,1997,457246.68,345304.68,91920.0,7727.04,,,2.47,,,ID,-0.789275,113.921327,producer,Asia,204628007.0
Indonesia,1998,437757.3,335881.9199,94680.0,42542.1,,,2.19,,,ID,-0.789275,113.921327,producer,Asia,207855486.0
Indonesia,1999,393423.972,306901.62,97560.0,42465.06,,,,,,ID,-0.789275,113.921327,producer,Asia,210996910.0
Indonesia,2000,419234.382,321455.9316,100560.0,47572.08,,,1.51,,,ID,-0.789275,113.921327,producer,Asia,214072421.0
Indonesia,2001,410001.36,314604.3001,120000.0,29396.04,,,1.18,,,ID,-0.789275,113.921327,producer,Asia,217112437.0
Indonesia,2002,403882.56,257149.8001,106740.0,9009.0,,,1.32,,,ID,-0.789275,113.921327,producer,Asia,220115092.0
Indonesia,2003,384244.56,287683.2001,109980.0,49324.08,,,0.93,,,ID,-0.789275,113.921327,producer,Asia,223080121.0
Indonesia,2004,452182.26,327335.94,120000.0,34324.08,,,1.78,,,ID,-0.789275,113.921327,producer,Asia,225938595.0
Indonesia,2005,549537.564,404645.6358,150000.0,17160.0,,,2.58,,,ID,-0.789275,113.921327,producer,Asia,228805144.0
Indonesia,2006,448960.422,316826.0948,169980.0,9000.0,,,2.37,,,ID,-0.789275,113.921327,producer,Asia,231797427.0
Indonesia,2007,466593.342,248964.6061,199980.0,1800.0,,,2.6,,,ID,-0.789275,113.921327,producer,Asia,234858289.0
Indonesia,2008,576740.796,344440.3827,199980.0,3360.0,,,,,,ID,-0.789275,113.921327,producer,Asia,237936543.0
Indonesia,2009,682780.194,474436.411,199980.0,40080.0,,,,,,ID,-0.789275,113.921327,producer,Asia,240981299.0
Indonesia,2010,547710.708,329348.8534,199980.0,43500.0,,,,,,ID,-0.789275,113.921327,producer,Asia,244016173.0
Indonesia,2011,413335.398,235193.513,220020.0,52380.0,,,,,,ID,-0.789275,113.921327,producer,Asia,247099697.0
Indonesia,2012,784202.316,492344.4496,234000.0,27000.0,,,,,,ID,-0.789275,113.921327,producer,Asia,250222695.0
Indonesia,2013,774056.958,555288.4399,255000.0,39000.0,,,,,,ID,-0.789275,113.921327,producer,Asia,253275918.0
Indonesia,2014,656776.638,370488.5828,265020.0,36000.0,,,,,,ID,-0.789275,113.921327,producer,Asia,256229761.0
Indonesia,2015,755128.506,502721.2558,273000.0,27000.0,,,,,,ID,-0.789275,113.921327,producer,Asia,259091970.0
Indonesia,2016,692461.596,392723.5228,279000.0,30000.0,,,,,,ID,-0.789275,113.921327,producer,Asia,261850182.0
Indonesia,2017,651138.918,491854.4384,285000.0,30000.0,,,,,,ID,-0.789275,113.921327,producer,Asia,264498852.0
Indonesia,2018,577055.652,272330.3433,288000.0,24000.0,,,,,,ID,-0.789275,113.921327,producer,Asia,267066843.0
Indonesia,2019,685976.55,380032.3733,288360.0,30000.0,,,,,,ID,-0.789275,113.921327,producer,Asia,269582878.0
Madagascar,1990,58946.82,51782.39999,21000.0,32640.0,,,,,,MG,-18.766947,46.869107,producer,Africa,11882762.0
Madagascar,1991,55950.78,35259.48,18000.0,27000.0,,,,,,MG,-18.766947,46.869107,producer,Africa,12245260.0
Madagascar,1992,67301.04,44184.36,21000.0,24198.0,,,,,,MG,-18.766947,46.869107,producer,Africa,12623342.0
Madagascar,1993,26511.54,37666.98,21600.0,27319.98,,,,,,MG,-18.766947,46.869107,producer,Africa,13020100.0
Madagascar,1994,38482.32,26137.26,9999.96,949.98,,,,,,MG,-18.766947,46.869107,producer,Africa,13436121.0
Madagascar,1995,47100.54,35111.27999,10020.0,960.0,,,1.93,,,MG,-18.766947,46.869107,producer,Africa,13869138.0
Madagascar,1996,50940.48,43082.94001,10020.0,121.98,,,2.09,,,MG,-18.766947,46.869107,producer,Africa,14317454.0
Madagascar,1997,37428.24,28813.98,10020.0,1000.02,,,1.3,,,MG,-18.766947,46.869107,producer,Africa,14778903.0
Madagascar,1998,59507.94,47766.96,10020.0,2400.0,,,1.11,,,MG,-18.766947,46.869107,producer,Africa,15250934.0
Madagascar,1999,25639.02,27862.98,3360.0,2527.98,,,0.96,,,MG,-18.766947,46.869107,producer,Africa,15730885.0
Madagascar,2000,21729.708,12973.92,5346.0,565.98,,,3.44,,,MG,-18.766947,46.869107,producer,Africa,16216431.0
Madagascar,2001,8834.16,5235.42,7680.0,5040.0,,,1.42,,,MG,-18.766947,46.869107,producer,Africa,16709665.0
Madagascar,2002,26727.3,8719.74,13020.0,1727.7,,,1.6,,,MG,-18.766947,46.869107,producer,Africa,17211934.0
Madagascar,2003,26079.48,7137.0,19980.0,3777.78,,,1.91,,,MG,-18.766947,46.869107,producer,Africa,17724310.0
Madagascar,2004,31299.6,7622.04,28020.0,2542.02,,,1.03,,,MG,-18.766947,46.869107,producer,Africa,18250774.0
Madagascar,2005,35948.94,5760.96,28020.0,694.98,,,1.12,,,MG,-18.766947,46.869107,producer,Africa,18792171.0
Madagascar,2006,35190.6,10723.2,28020.0,1215.0,,,,,,MG,-18.766947,46.869107,producer,Africa,19350299.0
Madagascar,2007,36849.966,5967.08229,28020.0,499.98,,,,,,MG,-18.766947,46.869107,producer,Africa,19924958.0
Madagascar,2008,43661.304,11771.2447,28020.0,,,,,,,MG,-18.766947,46.869107,producer,Africa,20513599.0
Madagascar,2009,27417.678,2378.228202,28020.0,6660.0,,,,,,MG,-18.766947,46.869107,producer,Africa,21117092.0
Madagascar,2010,31783.398,4415.09421,28020.0,3360.0,,,,,,MG,-18.766947,46.869107,producer,Africa,21731053.0
Madagascar,2011,35091.168,8634.64323,27000.0,1800.0,,,,,,MG,-18.766947,46.869107,producer,Africa,22348158.0
Madagascar,2012,29982.564,4735.048242,25800.0,1800.0,,,,,,MG,-18.766947,46.869107,producer,Africa,22966240.0
Madagascar,2013,35068.548,9968.306916,24600.0,600.0,,,,,,MG,-18.766947,46.869107,producer,Africa,23588073.0
Madagascar,2014,30087.264,8268.575502,23400.0,600.0,,,,,,MG,-18.766947,46.869107,producer,Africa,24215976.0
Madagascar,2015,24853.92,3559.531074,22200.0,600.0,,,,,,MG,-18.766947,46.869107,producer,Africa,24850912.0
Madagascar,2016,27165.396,4547.750424,21600.0,600.0,,,,,,MG,-18.766947,46.869107,producer,Africa,25501941.0
Madagascar,2017,24251.544,3452.171004,21900.0,600.0,,,,,,MG,-18.766947,46.869107,producer,Africa,26169542.0
Madagascar,2018,22762.608,388.645956,22500.0,600.0,,,,,,MG,-18.766947,46.869107,producer,Africa,26846541.0
Madagascar,2019,22998.75,240.241002,22500.0,600.0,,,,,,MG,-18.766947,46.869107,producer,Africa,27533134.0
Malawi,1990,6277.68,7449.24,120.0,1200.0,,,1.87,,,MW,-13.254308,34.301525,producer,Africa,9539665.0
Malawi,1991,7457.16,5972.1,120.0,1140.0,,,1.56,,,MW,-13.254308,34.301525,producer,Africa,9831584.0
Malawi,1992,8229.66,7681.32,120.0,1140.0,,,1.07,,,MW,-13.254308,34.301525,producer,Africa,10115420.0
Malawi,1993,3726.66,6214.44,120.0,1500.0,,,1.26,,,MW,-13.254308,34.301525,producer,Africa,10257233.0
Malawi,1994,5046.72,4708.14,120.0,600.0,,,2.04,,,MW,-13.254308,34.301525,producer,Africa,10131799.0
Malawi,1995,5474.1,5497.98,120.0,300.0,,,2.76,,,MW,-13.254308,34.301525,producer,Africa,10112816.0
Malawi,1996,2919.0,3609.06,120.0,780.0,,,2.11,,,MW,-13.254308,34.301525,producer,Africa,10310528.0
Malawi,1997,3649.2,3610.2,120.0,120.0,,,2.4,,,MW,-13.254308,34.301525,producer,Africa,10512678.0
Malawi,1998,3859.26,3516.0,120.0,180.0,,,2.24,,,MW,-13.254308,34.301525,producer,Africa,10732456.0
Malawi,1999,3540.0,3258.6,60.0,180.0,,,1.71,,,MW,-13.254308,34.301525,producer,Africa,10973956.0
Malawi,2000,3788.28,3689.28,60.0,540.0,,,1.27,,,MW,-13.254308,34.301525,producer,Africa,11229387.0
Malawi,2001,3623.4,3822.72,60.0,180.0,,,1.02,,,MW,-13.254308,34.301525,producer,Africa,11498818.0
Malawi,2002,2547.84,2638.2,60.0,180.0,,,0.88,,,MW,-13.254308,34.301525,producer,Africa,11784498.0
Malawi,2003,2889.3,2932.92,60.0,60.0,,,0.87,,,MW,-13.254308,34.301525,producer,Africa,12087965.0
Malawi,2004,1236.9,1544.22,60.0,60.0,,,1.14,,,MW,-13.254308,34.301525,producer,Africa,12411342.0
Malawi,2005,1464.96,1252.02,60.0,60.0,,,1.85,,,MW,-13.254308,34.301525,producer,Africa,12755648.0
Malawi,2006,999.78,1045.2,60.0,180.0,,,1.86,,,MW,-13.254308,34.301525,producer,Africa,13118307.0
Malawi,2007,1128.72,1132.5,60.0,120.0,,,1.77,,,MW,-13.254308,34.301525,producer,Africa,13495463.0
