Country,Year,Production (tonnes),Exports (tonnes),Domestic_consumption (tonnes),Gross_opening_stocks (tonnes),imports (tonnes),Re_exports (US dollar per kg),Price_grower (US dollar per kg),Price_retail (US dollar per kg),Consumption (tonnes),Country_code,Latitude,Longitude,Country_type,Continent,Population
Nicaragua,1994,40978.14,37410.83998,5376.0,666.0,,,,,,NI,12.865416,-85.207229,producer,North America,4625260.0
Nicaragua,1995,59080.56,40870.73995,6690.0,2454.0,,,,,,NI,12.865416,-85.207229,producer,North America,4721929.0
Nicaragua,1996,47598.3,49341.35999,5722.2,982.44,,,,,,NI,12.865416,-85.207229,producer,North America,4812391.0
Nicaragua,1997,65011.38,42840.18002,7380.0,743.88,,,,,,NI,12.865416,-85.207229,producer,North America,4895962.0
Nicaragua,1998,64384.8,56435.03995,7590.0,998.4,,,,,,NI,12.865416,-85.207229,producer,North America,4974552.0
Nicaragua,1999,93243.288,59051.63996,7818.0,504.0,,,,,,NI,12.865416,-85.207229,producer,North America,5049878.0
Nicaragua,2000,94345.956,81997.404,10495.8,6469.38,,,,,,NI,12.865416,-85.207229,producer,North America,5123222.0
Nicaragua,2001,64725.12,81875.52,10639.38,4945.32,,,0.65,,,NI,12.865416,-85.207229,producer,North America,5192764.0
Nicaragua,2002,70201.02,57324.11996,10777.44,5802.6,,,0.66,,,NI,12.865416,-85.207229,producer,North America,5259006.0
Nicaragua,2003,90545.88,60794.22,10914.9,8018.22,,,0.76,,,NI,12.865416,-85.207229,producer,North America,5323062.0
Nicaragua,2004,64084.62,78681.0,11056.68,13167.36,,,0.9,,,NI,12.865416,-85.207229,producer,North America,5386223.0
Nicaragua,2005,85908.69,60152.58924,11203.14,8648.52,,,1.17,,,NI,12.865416,-85.207229,producer,North America,5454678.0
Nicaragua,2006,85675.572,86718.20382,11351.1,972.48,,,1.29,,,NI,12.865416,-85.207229,producer,North America,5529811.0
Nicaragua,2007,114340.284,75560.79474,11498.7,5240.94,,,1.42,,,NI,12.865416,-85.207229,producer,North America,5607453.0
Nicaragua,2008,86684.052,97506.63444,11648.82,12264.66,,,1.57,,,NI,12.865416,-85.207229,producer,North America,5687744.0
Nicaragua,2009,112267.236,82439.9478,11797.32,3808.8,,,1.57,,,NI,12.865416,-85.207229,producer,North America,5770639.0
Nicaragua,2010,98269.296,102708.9635,12164.7,4990.5,,,1.73,,,NI,12.865416,-85.207229,producer,North America,5855734.0
Nicaragua,2011,131605.26,88062.58794,12315.66,1234.98,,,2.01,,,NI,12.865416,-85.207229,producer,North America,5942553.0
Nicaragua,2012,112408.494,119238.1288,12471.84,20892.18,,,1.34,,,NI,12.865416,-85.207229,producer,North America,6030607.0
Nicaragua,2013,123591.768,99632.99928,12573.66,4597.32,,,0.87,,,NI,12.865416,-85.207229,producer,North America,6119379.0
Nicaragua,2014,113860.968,114038.243,12704.52,9018.72,,,1.58,,,NI,12.865416,-85.207229,producer,North America,6208676.0
Nicaragua,2015,127825.326,105189.5271,12836.76,3834.72,,,,,,NI,12.865416,-85.207229,producer,North America,6298598.0
Nicaragua,2016,153317.886,117808.0384,13003.68,6419.28,,,,,,NI,12.865416,-85.207229,producer,North America,6389235.0
Nicaragua,2017,158537.124,146918.2758,13080.0,7500.0,,,,,,NI,12.865416,-85.207229,producer,North America,6480532.0
Nicaragua,2018,172746.024,138002.1019,13200.0,7500.0,,,,,,NI,12.865416,-85.207229,producer,North America,6572233.0
Nicaragua,2019,172939.194,177263.3716,12600.0,7500.0,,,,,,NI,12.865416,-85.207229,producer,North America,6663924.0
Nigeria,1990,1751.4,214.92,1650.0,,,,1.55,,,NG,9.081999,8.675277,producer,Africa,95214257.0
Nigeria,1991,2658.78,55.32,2145.0,,,,1.3,,,NG,9.081999,8.675277,producer,Africa,97685360.0
Nigeria,1992,2932.92,683.46,2145.0,,,,0.87,,,NG,9.081999,8.675277,producer,Africa,100182045.0
Nigeria,1993,2719.14,618.24,2400.0,,,,0.8,,,NG,9.081999,8.675277,producer,Africa,102775465.0
Nigeria,1994,3097.86,472.38,2400.0,,,,1.14,,,NG,9.081999,8.675277,producer,Africa,105456121.0
Nigeria,1995,3182.28,911.46,2400.0,,,,,,,NG,9.081999,8.675277,producer,Africa,108187610.0
Nigeria,1996,2758.5,415.440006,2400.0,,,,,,,NG,9.081999,8.675277,producer,Africa,110956183.0
Nigeria,1997,2680.02,414.3,2400.0,,,,,,,NG,9.081999,8.675277,producer,Africa,113791181.0
Nigeria,1998,3204.3,593.819994,2400.0,,,,,,,NG,9.081999,8.675277,producer,Africa,116690527.0
Nigeria,1999,2704.02,514.56,2400.0,,,,,,,NG,9.081999,8.675277,producer,Africa,119695565.0
Nigeria,2000,2965.86,404.639994,2400.0,,,,,,,NG,9.081999,8.675277,producer,Africa,122851984.0
Nigeria,2001,2640.18,411.3,2400.0,,,,,,,NG,9.081999,8.675277,producer,Africa,126152678.0
Nigeria,2002,2988.9,318.599994,2400.0,,,,,,,NG,9.081999,8.675277,producer,Africa,129583026.0
Nigeria,2003,2769.024,538.739988,2400.0,,,,,,,NG,9.081999,8.675277,producer,Africa,133119801.0
Nigeria,2004,2708.274,337.151424,2400.0,,,,,,,NG,9.081999,8.675277,producer,Africa,136756848.0
Nigeria,2005,4114.308,501.474108,2400.0,,,,,,,NG,9.081999,8.675277,producer,Africa,140490722.0
Nigeria,2006,3044.106,1677.087462,2400.0,,,,,,,NG,9.081999,8.675277,producer,Africa,144329764.0
Nigeria,2007,2529.948,564.777192,2400.0,,,,,,,NG,9.081999,8.675277,producer,Africa,148294028.0
Nigeria,2008,3000.288,113.25993,2400.0,,,,,,,NG,9.081999,8.675277,producer,Africa,152382506.0
Nigeria,2009,2056.122,38.549274,2400.0,480.0,,,,,,NG,9.081999,8.675277,producer,Africa,156595758.0
Nigeria,2010,2523.318,182.64915,2400.0,,,,,,,NG,9.081999,8.675277,producer,Africa,160952853.0
Nigeria,2011,2812.776,393.239964,2400.0,,,,,,,NG,9.081999,8.675277,producer,Africa,165463745.0
Nigeria,2012,2445.822,99.720564,2400.0,,,,,,,NG,9.081999,8.675277,producer,Africa,170075932.0
Nigeria,2013,2451.492,43.276146,2400.0,,,,,,,NG,9.081999,8.675277,producer,Africa,174726123.0
Nigeria,2014,2567.892,85.938378,2400.0,,,,,,,NG,9.081999,8.675277,producer,Africa,179379016.0
Nigeria,2015,2476.692,171.771138,2400.0,,,,,,,NG,9.081999,8.675277,producer,Africa,183995785.0
Nigeria,2016,2599.092,84.033708,2400.0,,,,,,,NG,9.081999,8.675277,producer,Africa,188666931.0
Nigeria,2017,2537.286,154.7904,2400.0,,,,,,,NG,9.081999,8.675277,producer,Africa,193495907.0
Nigeria,2018,2491.488,180.77505,2400.0,,,,,,,NG,9.081999,8.675277,producer,Africa,198387623.0
Nigeria,2019,2548.17,131.612358,2400.0,,,,,,,NG,9.081999,8.675277,producer,Africa,203304492.0
Panama,1990,12899.22,7899.24,3780.0,1080.0,,,1.09,,,PA,8.537981,-80.782127,producer,North America,2449968.0
Panama,1991,11551.92,7452.0,4020.0,2400.0,,,1.04,,,PA,8.537981,-80.782127,producer,North America,2502044.0
Panama,1992,11818.68,7524.240006,4020.0,3649.92,,,0.98,,,PA,8.537981,-80.782127,producer,North America,2554382.0
Panama,1993,8523.96,7757.16,4020.0,2460.0,,,1.14,,,PA,8.537981,-80.782127,producer,North America,2607499.0
Panama,1994,14898.78,4589.16,4600.02,1302.6,,,1.77,,,PA,8.537981,-80.782127,producer,North America,2661385.0
Panama,1995,12566.88,10831.98,4600.02,2986.74,,,2.15,,,PA,8.537981,-80.782127,producer,North America,2716067.0
Panama,1996,12644.52,8315.88,4600.02,1881.18,,,2.22,,,PA,8.537981,-80.782127,producer,North America,2771606.0
Panama,1997,13048.14,7446.42,4836.9,2820.0,,,2.79,,,PA,8.537981,-80.782127,producer,North America,2827992.0
Panama,1998,11519.76,8707.38,4020.0,2520.0,,,2.46,,,PA,8.537981,-80.782127,producer,North America,2885177.0
Panama,1999,9982.86,7078.86,4020.0,1200.0,,,,,,PA,8.537981,-80.782127,producer,North America,2943120.0
Panama,2000,10213.56,4322.04,4020.0,2506.62,,,,,,PA,8.537981,-80.782127,producer,North America,3001731.0
Panama,2001,9596.34,3415.98,4020.0,4500.0,,,,,,PA,8.537981,-80.782127,producer,North America,3061024.0
Panama,2002,8397.72,4961.82,4020.0,5400.0,,,,,,PA,8.537981,-80.782127,producer,North America,3120990.0
Panama,2003,10323.72,5166.06,4020.0,4732.14,,,,,,PA,8.537981,-80.782127,producer,North America,3181608.0
Panama,2004,5423.352,5948.7,4020.0,4740.0,,,,,,PA,8.537981,-80.782127,producer,North America,3243311.0
Panama,2005,10579.842,5422.470468,4020.0,1260.0,,,,,,PA,8.537981,-80.782127,producer,North America,3305868.0
Panama,2006,10386.09,6416.580312,4020.0,1260.0,,,,,,PA,8.537981,-80.782127,producer,North America,3368573.0
Panama,2007,10563.318,6533.717526,4020.0,900.0,,,,,,PA,8.537981,-80.782127,producer,North America,3431614.0
Panama,2008,8949.654,6837.14379,4020.0,300.0,,,,,,PA,8.537981,-80.782127,producer,North America,3495276.0
Panama,2009,8264.358,3539.69226,4020.0,1320.0,,,,,,PA,8.537981,-80.782127,producer,North America,3559343.0
Panama,2010,6830.994,3920.119584,4020.0,1740.0,,,,,,PA,8.537981,-80.782127,producer,North America,3623617.0
Panama,2011,6337.884,3185.330646,4020.0,1200.0,,,,,,PA,8.537981,-80.782127,producer,North America,3688674.0
Panama,2012,6931.188,3035.569956,4020.0,600.0,,,,,,PA,8.537981,-80.782127,producer,North America,3754862.0
Panama,2013,6808.11,2912.951256,4020.0,600.0,,,,,,PA,8.537981,-80.782127,producer,North America,3821556.0
Panama,2014,6373.014,3061.487634,4020.0,480.0,,,,,,PA,8.537981,-80.782127,producer,North America,3888793.0
Panama,2015,7624.704,2982.85323,4020.0,240.0,,,,,,PA,8.537981,-80.782127,producer,North America,3957099.0
Panama,2016,7211.412,3335.10192,4020.0,240.0,,,,,,PA,8.537981,-80.782127,producer,North America,4026336.0
Panama,2017,6273.726,3008.468442,4020.0,180.0,,,,,,PA,8.537981,-80.782127,producer,North America,4096063.0
Panama,2018,7664.658,2813.610876,4020.0,300.0,,,,,,PA,8.537981,-80.782127,producer,North America,4165255.0
Panama,2019,6864.318,3041.51142,4020.0,360.0,,,,,,PA,8.537981,-80.782127,producer,North America,4232532.0
Sierra Leone,1990,2566.98,8384.64,540.0,7620.0,,,0.58,,,SL,8.460555,-11.779889,producer,Africa,4325388.0
Sierra Leone,1991,3262.74,6229.26,540.0,4440.0,,,,,,SL,8.460555,-11.779889,producer,Africa,4378169.0
Sierra Leone,1992,2345.04,2821.2,540.0,2700.0,,,,,,SL,8.460555,-11.779889,producer,Africa,4301566.0
Sierra Leone,1993,2247.06,2459.16,300.0,1920.0,,,,,,SL,8.460555,-11.779889,producer,Africa,4295689.0
Sierra Leone,1994,4364.28,3715.44,300.0,,,,,,,SL,8.460555,-11.779889,producer,Africa,4314953.0
Sierra Leone,1995,2626.08,4288.5,480.0,,,,,,,SL,8.460555,-11.779889,producer,Africa,4324149.0
Sierra Leone,1996,2454.6,1710.72,480.0,,,,,,,SL,8.460555,-11.779889,producer,Africa,4347370.0
Sierra Leone,1997,2980.74,2816.580006,300.0,,,,,,,SL,8.460555,-11.779889,producer,Africa,4405028.0
Sierra Leone,1998,1612.92,2511.9,300.0,,,,,,,SL,8.460555,-11.779889,producer,Africa,4449975.0
Sierra Leone,1999,3541.2,1376.7,300.0,,,,,,,SL,8.460555,-11.779889,producer,Africa,4475145.0
Sierra Leone,2000,2949.3,2387.76,300.0,420.0,,,,,,SL,8.460555,-11.779889,producer,Africa,4584067.0
Sierra Leone,2001,4752.0,2154.18,300.0,1020.0,,,,,,SL,8.460555,-11.779889,producer,Africa,4857096.0
Sierra Leone,2002,2503.734,4827.66,300.0,1020.0,,,,,,SL,8.460555,-11.779889,producer,Africa,5140113.0
Sierra Leone,2003,2130.978,2038.446024,300.0,1020.0,,,,,,SL,8.460555,-11.779889,producer,Africa,5350907.0
Sierra Leone,2004,871.53,1376.760006,300.0,1020.0,,,,,,SL,8.460555,-11.779889,producer,Africa,5533329.0
Sierra Leone,2005,3597.972,1223.088492,300.0,600.0,,,,,,SL,8.460555,-11.779889,producer,Africa,5683334.0
Sierra Leone,2006,1888.32,3058.981062,300.0,600.0,,,,,,SL,8.460555,-11.779889,producer,Africa,5809774.0
Sierra Leone,2007,2400.066,3065.399058,300.0,120.0,,,,,,SL,8.460555,-11.779889,producer,Africa,5939163.0
Sierra Leone,2008,5177.136,1542.707532,300.0,,,,,,,SL,8.460555,-11.779889,producer,Africa,6090860.0
Sierra Leone,2009,5442.102,6224.007396,300.0,900.0,,,,,,SL,8.460555,-11.779889,producer,Africa,6259842.0
Sierra Leone,2010,1974.876,3454.589166,300.0,180.0,,,,,,SL,8.460555,-11.779889,producer,Africa,6436698.0
Sierra Leone,2011,4697.874,2243.221692,300.0,180.0,,,0.42,,,SL,8.460555,-11.779889,producer,Africa,6612385.0
Sierra Leone,2012,3670.998,3916.204458,300.0,120.0,,,0.7,,,SL,8.460555,-11.779889,producer,Africa,6788587.0
Sierra Leone,2013,1904.076,3419.49825,300.0,120.0,,,,,,SL,8.460555,-11.779889,producer,Africa,6964859.0
Sierra Leone,2014,2786.868,1441.917456,300.0,120.0,,,,,,SL,8.460555,-11.779889,producer,Africa,7140688.0
Sierra Leone,2015,2755.656,3242.384724,300.0,120.0,,,,,,SL,8.460555,-11.779889,producer,Africa,7314773.0
Sierra Leone,2016,2275.302,1548.41262,300.0,120.0,,,,,,SL,8.460555,-11.779889,producer,Africa,7493913.0
Sierra Leone,2017,2276.784,2098.43232,300.0,120.0,,,,,,SL,8.460555,-11.779889,producer,Africa,7677565.0
Sierra Leone,2018,2684.586,1592.78082,300.0,420.0,,,,,,SL,8.460555,-11.779889,producer,Africa,7861281.0
Sierra Leone,2019,2399.226,2804.40666,300.0,300.0,,,,,,SL,8.460555,-11.779889,producer,Africa,8046828.0
Sri Lanka,1990,5752.2,1148.22,4000.02,600.0,,,,,,LK,7.873054,80.771797,producer,Asia,17325769.0
Sri Lanka,1991,4892.94,1330.08,4020.0,360.0,,,,,,LK,7.873054,80.771797,producer,Asia,17535732.0
Sri Lanka,1992,3190.86,883.44,1680.0,60.0,,,,,,LK,7.873054,80.771797,producer,Asia,17736827.0
Sri Lanka,1993,3227.4,867.84,1200.0,1140.0,,,,,,LK,7.873054,80.771797,producer,Asia,17924827.0
Sri Lanka,1994,2546.88,2841.54,1200.0,300.0,,,1.59,,,LK,7.873054,80.771797,producer,Asia,18094474.0
Sri Lanka,1995,2135.7,1313.76,1200.0,300.0,,,2.18,,,LK,7.873054,80.771797,producer,Asia,18242917.0
Sri Lanka,1996,2219.94,692.16,1200.0,240.0,,,,,,LK,7.873054,80.771797,producer,Asia,18367290.0
Sri Lanka,1997,3455.04,1268.16,1200.0,60.0,,,,,,LK,7.873054,80.771797,producer,Asia,18470897.0
Sri Lanka,1998,2744.28,1635.959988,1800.0,1140.0,,,,,,LK,7.873054,80.771797,producer,Asia,18564595.0
Sri Lanka,1999,1902.96,1035.599982,1800.0,480.0,,,,,,LK,7.873054,80.771797,producer,Asia,18663293.0
Sri Lanka,2000,1996.8,145.859976,1800.0,420.0,,,,,,LK,7.873054,80.771797,producer,Asia,18777606.0
Sri Lanka,2001,1891.86,248.579976,1800.0,360.0,,,,,,LK,7.873054,80.771797,producer,Asia,18911727.0
Sri Lanka,2002,2062.842,174.71997,1800.0,300.0,,,,,,LK,7.873054,80.771797,producer,Asia,19062476.0
Sri Lanka,2003,2213.652,358.568652,1800.0,240.0,,,,,,LK,7.873054,80.771797,producer,Asia,19224036.0
Sri Lanka,2004,1898.622,414.79818,1800.0,180.0,,,,,,LK,7.873054,80.771797,producer,Asia,19387153.0
Sri Lanka,2005,2096.592,150.535152,1800.0,120.0,,,,,,LK,7.873054,80.771797,producer,Asia,19544988.0
Sri Lanka,2006,1972.5,445.76607,1800.0,60.0,,,,,,LK,7.873054,80.771797,producer,Asia,19695977.0
Sri Lanka,2007,2009.436,255.261522,1800.0,,,,,,,LK,7.873054,80.771797,producer,Asia,19842044.0
Sri Lanka,2008,1851.864,102.0303,1800.0,,,,,,,LK,7.873054,80.771797,producer,Asia,19983984.0
Sri Lanka,2009,1890.192,38.965068,1800.0,,,,,,,LK,7.873054,80.771797,producer,Asia,20123508.0
Sri Lanka,2010,2225.262,99.314628,2100.0,,,,,,,LK,7.873054,80.771797,producer,Asia,20261738.0
Sri Lanka,2011,2141.958,141.244164,2100.0,,,,,,,LK,7.873054,80.771797,producer,Asia,20398496.0
Sri Lanka,2012,2114.904,9.177552,2100.0,,,,,,,LK,7.873054,80.771797,producer,Asia,20425000.0
Sri Lanka,2013,2224.95,16.809222,2100.0,,,,,,,LK,7.873054,80.771797,producer,Asia,20585000.0
Sri Lanka,2014,2142.108,140.301462,2100.0,,,,,,,LK,7.873054,80.771797,producer,Asia,20778000.0
Sri Lanka,2015,2171.598,28.95186,2100.0,,,,,,,LK,7.873054,80.771797,producer,Asia,20970000.0
Sri Lanka,2016,2202.966,86.961678,2100.0,,,,,,,LK,7.873054,80.771797,producer,Asia,21203000.0
Sri Lanka,2017,2206.974,101.358294,2100.0,,,,,,,LK,7.873054,80.771797,producer,Asia,21444000.0
Sri Lanka,2018,2152.656,92.27493,2100.0,,,,,,,LK,7.873054,80.771797,producer,Asia,21670000.0
Sri Lanka,2019,2173.122,57.319008,2100.0,,,,,,,LK,7.873054,80.771797,producer,Asia,21803000.0
Thailand,1990,45421.02,60086.1,11280.0,4260.0,,,,,,TH,15.870032,100.992541,producer,Asia,55228410.0
Thailand,1991,88136.16,32456.22,13200.0,12420.0,,,,,,TH,15.870032,100.992541,producer,Asia,56099865.0
Thailand,1992,75296.7,69826.56006,13980.0,16380.0,,,,,,TH,15.870032,100.992541,producer,Asia,56939020.0
Thailand,1993,76512.06,58906.92002,15000.0,15180.0,,,,,,TH,15.870032,100.992541,producer,Asia,57776082.0
Thailand,1994,83948.1,68162.76,16980.0,10380.0,,,,,,TH,15.870032,100.992541,producer,Asia,58610010.0
Thailand,1995,79033.56,72571.38,25020.0,4815.0,,,,,,TH,15.870032,100.992541,producer,Asia,59424834.0
Thailand,1996,84214.86,52361.15999,19980.0,5227.98,,,,,,TH,15.870032,100.992541,producer,Asia,60211096.0
Thailand,1997,77584.56,63973.79994,23400.0,3258.0,,,,,,TH,15.870032,100.992541,producer,Asia,60989108.0
Thailand,1998,54959.16,46681.86001,25980.0,10344.0,,,,,,TH,15.870032,100.992541,producer,Asia,61745217.0
Thailand,1999,76370.268,29604.24006,25980.0,14283.0,,,,,,TH,15.870032,100.992541,producer,Asia,62442651.0
Thailand,2000,101534.052,58219.8582,30000.0,6970.02,,,,,,TH,15.870032,100.992541,producer,Asia,63066603.0
Thailand,2001,42870.0,68867.46,30000.0,7440.0,,,,,,TH,15.870032,100.992541,producer,Asia,63649892.0
Thailand,2002,43914.0,15197.99999,30000.0,4722.0,,,,,,TH,15.870032,100.992541,producer,Asia,64222580.0
Thailand,2003,49594.02,10838.09996,30000.0,6720.0,,,,,,TH,15.870032,100.992541,producer,Asia,64776956.0
Thailand,2004,53062.98,25188.83998,30000.0,5398.02,,,,,,TH,15.870032,100.992541,producer,Asia,65311166.0
Thailand,2005,63837.906,22474.07999,30000.0,7935.0,,,,,,TH,15.870032,100.992541,producer,Asia,65821360.0
Thailand,2006,49348.134,32405.92904,30000.0,4380.0,,,,,,TH,15.870032,100.992541,producer,Asia,66319525.0
Thailand,2007,39025.248,21926.70344,33000.0,660.0,,,,,,TH,15.870032,100.992541,producer,Asia,66826754.0
Thailand,2008,40473.756,10502.55309,36000.0,660.0,,,,,,TH,15.870032,100.992541,producer,Asia,67328239.0
Thailand,2009,47687.79,11123.25352,42000.0,120.0,,,,,,TH,15.870032,100.992541,producer,Asia,67813654.0
Thailand,2010,49690.404,22177.65204,46500.0,480.0,,,,,,TH,15.870032,100.992541,producer,Asia,68270489.0
Thailand,2011,49876.53,14565.23727,66000.0,480.0,,,,,,TH,15.870032,100.992541,producer,Asia,68712846.0
Thailand,2012,36485.676,20983.16197,67800.0,600.0,,,,,,TH,15.870032,100.992541,producer,Asia,69157023.0
Thailand,2013,38280.228,2958.462162,72000.0,300.0,,,4.48,,,TH,15.870032,100.992541,producer,Asia,69578602.0
Thailand,2014,50693.226,1642.227726,75000.0,1000.02,,,2.5,,,TH,15.870032,100.992541,producer,Asia,69960943.0
Thailand,2015,45718.848,34699.74429,78000.0,480.0,,,2.75,,,TH,15.870032,100.992541,producer,Asia,70294397.0
Thailand,2016,32252.61,7857.154308,81000.0,480.0,,,,,,TH,15.870032,100.992541,producer,Asia,70607037.0
Thailand,2017,38293.95,8467.579842,82500.0,480.0,,,,,,TH,15.870032,100.992541,producer,Asia,70898202.0
Thailand,2018,28920.414,15488.01943,84000.0,600.0,,,,,,TH,15.870032,100.992541,producer,Asia,71127802.0
Thailand,2019,30994.698,10457.92161,84000.0,720.0,,,,,,TH,15.870032,100.992541,producer,Asia,71307763.0
Togo,1990,9678.48,14330.28,60.0,3540.0,,,0.64,,,TG,8.619543,0.824782,producer,Africa,3875947.0
Togo,1991,25959.12,9290.04,60.0,2310.0,,,0.63,,,TG,8.619543,0.824782,producer,Africa,3990215.0
Togo,1992,5138.88,18790.62,60.0,9240.0,,,0.66,,,TG,8.619543,0.824782,producer,Africa,4106219.0
Togo,1993,11696.34,13097.04,60.0,1500.0,,,0.5,,,TG,8.619543,0.824782,producer,Africa,4078392.0
Togo,1994,10577.76,9947.7,60.0,1500.0,,,0.57,,,TG,8.619543,0.824782,producer,Africa,4092612.0
Togo,1995,5064.06,12018.96,60.0,70.98,,,1.35,,,TG,8.619543,0.824782,producer,Africa,4279566.0
Togo,1996,17435.16,5129.4,60.0,31.98,,,1.38,,,TG,8.619543,0.824782,producer,Africa,4445883.0
Togo,1997,13264.68,18788.22,60.0,,,,0.99,,,TG,8.619543,0.824782,producer,Africa,4592550.0
Togo,1998,19289.16,9948.06,120.0,2553.12,,,1.1,,,TG,8.619543,0.824782,producer,Africa,4728297.0
Togo,1999,15768.48,19252.8,120.0,3111.72,,,0.95,,,TG,8.619543,0.824782,producer,Africa,4867941.0
Togo,2000,11844.06,16956.0,120.0,2014.74,,,0.51,,,TG,8.619543,0.824782,producer,Africa,5008035.0
Togo,2001,6721.08,11599.5,120.0,2049.96,,,0.34,,,TG,8.619543,0.824782,producer,Africa,5145426.0
Togo,2002,4092.3,6011.46,120.0,1836.0,,,0.4,,,TG,8.619543,0.824782,producer,Africa,5281538.0
Togo,2003,8627.52,4293.48,120.0,1146.0,,,0.5,,,TG,8.619543,0.824782,producer,Africa,5421001.0
Togo,2004,9931.32,8912.46,120.0,562.98,,,0.48,,,TG,8.619543,0.824782,producer,Africa,5565218.0
Togo,2005,8404.554,9839.877,120.0,1399.02,,,0.62,,,TG,8.619543,0.824782,producer,Africa,5711597.0
Togo,2006,8037.0,7073.698998,120.0,2100.0,,,0.99,,,TG,8.619543,0.824782,producer,Africa,5874240.0
Togo,2007,7507.86,9294.472998,120.0,1200.0,,,1.25,,,TG,8.619543,0.824782,producer,Africa,6047537.0
Togo,2008,8265.186,7239.534,120.0,540.0,,,1.7,,,TG,8.619543,0.824782,producer,Africa,6222482.0
Togo,2009,12112.986,9102.226998,120.0,180.0,,,0.99,,,TG,8.619543,0.824782,producer,Africa,6398624.0
Togo,2010,9617.472,11886.462,120.0,54.24,,,0.93,,,TG,8.619543,0.824782,producer,Africa,6571855.0
Togo,2011,9602.82,9305.050002,12.6,3.0,,,1.63,,,TG,8.619543,0.824782,producer,Africa,6748672.0
Togo,2012,5043.534,8843.426802,14.52,517.98,,,1.51,,,TG,8.619543,0.824782,producer,Africa,6926635.0
Togo,2013,10290.354,5445.391998,14.28,574.02,,,1.47,,,TG,8.619543,0.824782,producer,Africa,7106229.0
Togo,2014,8594.502,8038.117998,11.7,2800.98,,,1.32,,,TG,8.619543,0.824782,producer,Africa,7288383.0
Togo,2015,4855.392,10686.289,13.2,381.0,,,1.31,,,TG,8.619543,0.824782,producer,Africa,7473229.0
Togo,2016,1396.632,4492.609998,15.24,826.02,,,1.45,,,TG,8.619543,0.824782,producer,Africa,7661354.0
Togo,2017,6882.948,1639.726002,15.24,300.0,,,1.52,,,TG,8.619543,0.824782,producer,Africa,7852795.0
Togo,2018,3255.786,6662.661,15.24,600.0,,,1.56,,,TG,8.619543,0.824782,producer,Africa,8046679.0
Togo,2019,2437.02,3509.607,15.6,300.0,,,1.55,,,TG,8.619543,0.824782,producer,Africa,8243094.0
Trinidad & Tobago,1990,874.86,1813.919982,480.0,300.0,,,1.38,,,,,,producer,Unknown,1266518.0
Trinidad & Tobago,1991,1067.52,460.319862,690.0,,,,1.38,,,,,,producer,Unknown,1276224.0
Trinidad & Tobago,1992,859.68,147.06,600.0,257.58,,,1.53,,,,,,producer,Unknown,1285502.0
Trinidad & Tobago,1993,964.74,584.639976,600.0,240.0,,,1.59,,,,,,producer,Unknown,1293974.0
Trinidad & Tobago,1994,1106.1,323.99991,840.0,,,,1.41,,,,,,producer,Unknown,1301393.0
Trinidad & Tobago,1995,1057.74,243.599904,840.0,,,,1.41,,,,,,producer,Unknown,1307822.0
Trinidad & Tobago,1996,1091.28,225.419862,840.0,,,,1.39,,,,,,producer,Unknown,1313434.0
Trinidad & Tobago,1997,1163.52,237.119928,840.0,,,,1.34,,,,,,producer,Unknown,1318171.0
Trinidad & Tobago,1998,1021.08,313.139928,840.0,45.0,,,1.33,,,,,,producer,Unknown,1322572.0
Trinidad & Tobago,1999,1013.4,178.019928,840.0,,,,1.75,,,,,,producer,Unknown,1327063.0
Trinidad & Tobago,2000,983.58,185.819982,840.0,,,,,,,,,,producer,Unknown,1332203.0
Trinidad & Tobago,2001,969.9,170.39997,840.0,,,,,,,,,,producer,Unknown,1338567.0
Trinidad & Tobago,2002,993.144,128.699946,840.0,,,,,,,,,,producer,Unknown,1345964.0
Trinidad & Tobago,2003,965.802,107.50833,840.0,,,,,,,,,,producer,Unknown,1353548.0
Trinidad & Tobago,2004,907.41,131.18571,840.0,,,,,,,,,,producer,Unknown,1361172.0
Trinidad & Tobago,2005,891.744,46.429122,840.0,,,,,,,,,,producer,Unknown,1369075.0
Trinidad & Tobago,2006,701.886,47.502822,660.0,,,,,,,,,,producer,Unknown,1376919.0
Trinidad & Tobago,2007,728.094,45.623922,660.0,,,,,,,,,,producer,Unknown,1384861.0
Trinidad & Tobago,2008,685.164,75.587028,660.0,,,,,,,,,,producer,Unknown,1392803.0
Trinidad & Tobago,2009,684.414,8.59317,660.0,,,,,,,,,,producer,Unknown,1401191.0
Trinidad & Tobago,2010,621.522,30.004536,600.0,,,,,,,,,,producer,Unknown,1410296.0
Trinidad & Tobago,2011,669.462,17.990382,600.0,,,,,,,,,,producer,Unknown,1420020.0
Trinidad & Tobago,2012,733.632,86.894274,600.0,,,,,,,,,,producer,Unknown,1430377.0
Trinidad & Tobago,2013,733.452,149.154966,600.0,,,,,,,,,,producer,Unknown,1440729.0
Trinidad & Tobago,2014,720.078,128.22768,600.0,,,,,,,,,,producer,Unknown,1450661.0
Trinidad & Tobago,2015,707.382,115.936428,600.0,,,,,,,,,,producer,Unknown,1460177.0
Trinidad & Tobago,2016,707.466,105.872838,600.0,,,,,,,,,,producer,Unknown,1469330.0
Trinidad & Tobago,2017,720.054,107.999982,600.0,,,,,,,,,,producer,Unknown,1478607.0
Trinidad & Tobago,2018,799.188,172.234128,600.0,,,,,,,,,,producer,Unknown,1504709.0
